model_code,sku,productidweb,category_code,brand,Cảm biến,Định vị,Môn thể thao,SIM,Thực hiện cuộc gọi,Tiện ích,"Chuẩn chống nước, bụi",Theo dõi sức khoẻ,Tiện ích khác,Hiển thị thông báo,Thời gian sử dụng,Thời gian sạc,Dung lượng pin,Cổng sạc,Sản xuất tại,Thời gian ra mắt,Ngôn ngữ,Màn hình hiển thị,Kích thước màn hình,Độ phân giải,Kích thước mặt,Chất liệu mặt,Chất liệu khung viền,Chất liệu dây,Độ rộng dây,Chu vi cổ tay,Thay thế,Dài,Ngang,Dày,Khối lượng máy,Thiết kế,Độ phân giải camera trước,Chip xử lý (CPU),Bộ nhớ,Hệ điều hành,Tương thích,Ứng dụng,Kết nối,Đường kính,giá gốc,giá khuyến mãi,khuyến mãi quà
172003,0232391002685,339860,49,OPPO,Cảm biến địa từ | Cảm biến ánh sáng môi trường | Cảm biến áp suất không khí | Con quay hồi chuyển | Cảm biến nhịp tim quang học (PPG) | Gia tốc kế | Cảm biến nhiệt độ da,Galileo | GLONASS | QZSS | Beidou | GPS,"Bóng đá | Chạy bộ | Yoga | Bơi lội | Thêm nhiều môn khác,... | Trượt tuyết | Nhảy dây | Leo núi | Cầu lông | Bóng rổ | Quần vợt | Đi bộ | Đạp xe",Không có,Nghe gọi ngay trên đồng hồ,Màn hình luôn hiển thị,"Kháng nước 5 ATM (Tắm, đi mưa thoải mái)","Tính quãng đường chạy | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo nhịp tim | Theo dõi nhịp thở | Nhắc nhở ít vận động | Theo dõi nhịp tim 24h | Nhắc nhở nhịp tim cao, thấp | Đếm số bước chân | Chấm điểm giấc ngủ | Theo dõi giấc ngủ","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Thay mặt đồng hồ | Đồng hồ đếm ngược | Màn hình cảm ứng | Tìm đồng hồ | Đèn pin | Lịch | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Loa và mic tích hợp | Phát hiện bài tập | Sạc nhanh VOOC | Rung thông báo | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Line | Cuộc gọi,Khoảng 5 ngày (ở chế độ đồng hồ thông minh) | Khoảng 16 ngày (Chế độ tiết kiệm pin),Khoảng 1 giờ,648 mAh,Đế sạc nam châm,Trung Quốc,07/2025,Tiếng Việt | Tiếng Anh,AMOLED,1.43 inch,466 x 466 pixels,46 mm,Kính cường lực,Titanium phủ PVD,Da,2.2 cm,13 - 21 cm,Có,46,46,12,76,Không,Không,Snapdragon W5 Gen 1,32 GB,ColorOS Watch,Android 9.0 trở lên,HeyTap Health,Wifi | Bluetooth v5.0 | NFC,,9490000,9190000,"Thu cũ đổi mới: Tài trợ thêm 3% | Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
172352,0232391002819,361330,49,OPPO,Cảm biến ánh sáng | NFC | Cảm biến áp suất không khí | Cảm biến điện học (ECG) | Cảm biến SpO2 quang học | Con quay hồi chuyển | Cảm biến nhịp tim quang học (PPG) | Gia tốc kế | Cảm biến nhiệt độ da | Cảm biến từ,Galileo | GLONASS | Băng tần kép (L1 và L5) | QZSS | Beidou | GPS,"Chạy bộ | Bơi lội | Gym | Thêm nhiều môn khác,... | Đi bộ | Đạp xe",Không,Nghe gọi ngay trên đồng hồ,3 chế độ ngủ thông minh | Hẹn giờ giặt | Phích cắm VDE,"Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)",Chăm sóc sức khỏe toàn diện | Đo nhịp tim | Theo dõi chu kỳ kinh nguyệt | Bài tập thở | Điện tâm đồ | Theo dõi giấc ngủ,Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Đồng hồ đếm ngược | Tìm đồng hồ | Loa và mic tích hợp | Theo dõi hoạt động (Activity Tracking) | Tiêu chuẩn IP68 | Tìm điện thoại,Zalo | Tin nhắn | Messenger (Facebook) | Line | Cuộc gọi,Khoảng 7 ngày (ở chế độ cơ bản) | Khoảng 4 ngày (ở chế độ Always On Display),Khoảng 1.5 giờ,339 mAh,Đế sạc nam châm,Trung Quốc,2026,Tiếng Trung | Tiếng Việt | Tiếng Anh,AMOLED,1.46 inch,464 x 464 pixels,46 mm,Kính cường lực,Thép không gỉ,Cao su,2 cm,Hãng không công bố,Có,46,46,8,35,Không,Không,Snapdragon W5,4 GB,ColorOS Watch,Android 9.0 trở lên | iOS 14.0 trở lên,OHealth,NFC | Bluetooth v5.2,,5490000,,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
172353,0232391002820,361467,49,OPPO,Cảm biến ánh sáng | NFC | Cảm biến áp suất không khí | Cảm biến điện học (ECG) | Cảm biến SpO2 quang học | Con quay hồi chuyển | Cảm biến nhịp tim quang học (PPG) | Gia tốc kế | Cảm biến nhiệt độ da | Cảm biến từ,Galileo | GLONASS | Băng tần kép (L1 và L5) | QZSS | Beidou | GPS,"Chạy bộ | Bơi lội | Gym | Thêm nhiều môn khác,... | Đi bộ | Đạp xe",Không,Nghe gọi ngay trên đồng hồ,Tự động làm sạch Auto Clean | Có sấy | Phích cắm VDE,"Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)",Chăm sóc sức khỏe toàn diện | Đo nhịp tim | Theo dõi chu kỳ kinh nguyệt | Bài tập thở | Điện tâm đồ | Theo dõi giấc ngủ,Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Đồng hồ đếm ngược | Tìm đồng hồ | Loa và mic tích hợp | Theo dõi hoạt động (Activity Tracking) | Tiêu chuẩn IP68 | Tìm điện thoại,Zalo | Tin nhắn | Messenger (Facebook) | Line | Cuộc gọi,Khoảng 7 ngày (ở chế độ cơ bản) | Khoảng 4 ngày (ở chế độ Always On Display),Khoảng 1.5 giờ,339 mAh,Đế sạc nam châm,Trung Quốc,2026,Tiếng Trung | Tiếng Việt | Tiếng Anh,AMOLED,1.46 inch,464 x 464 pixels,46 mm,Kính cường lực,Thép không gỉ,Sợi Nylon dệt,2 cm,Hãng không công bố,Có,46,46,8,35,Không,Không,Snapdragon W5,4 GB,ColorOS Watch,Android 9.0 trở lên | iOS 14.0 trở lên,OHealth,NFC | Bluetooth v5.2,,5490000,,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
192068,0232391001473,225648,49,OPPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7844727,7844727,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
171075,0232391002161,314226,49,Amazfit,Cảm biến địa từ | Cảm biến ánh sáng môi trường | BioTracker 3.0 PPG | Con quay hồi chuyển | Cao áp kế | Gia tốc kế,Galileo | GLONASS | NAVIC | QZSS | Beidou | GPS,Ba môn phối hợp (Triathlon) | Bóng đá | Chạy bộ | Yoga | Bơi lội | Nhảy dây | Bóng bàn | Quần vợt | Đi bộ | Đạp xe,Không có,Không có,Chế độ ngủ đêm tránh buốt | 3 chế độ ngủ thông minh | Phích cắm VDE,"Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)","Tính quãng đường chạy | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Đo nhịp tim | Theo dõi nhịp thở | Theo dõi chu kỳ kinh nguyệt | Theo dõi nhịp tim 24h | Hệ thống đánh giá sức khỏe PAI | Nhắc nhở nhịp tim cao, thấp | Đếm số bước chân | Theo dõi Nồng độ oxy trong máu 24h | Theo dõi mức độ căng thẳng 24h | Chấm điểm giấc ngủ | Bài tập thở | Theo dõi giấc ngủ","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Thay mặt đồng hồ | Chế độ DND (Không làm phiền) | Danh sách việc cần làm | Lưu trữ nhạc | Màn hình cảm ứng | Nhắc nhở vận động | Công nghệ MaxTrack | Track Run (Theo dõi đường chạy) | Cập nhật buổi sáng (Morning Updates) | Huấn luyện viên Zepp (Zepp Coach) | Điều khiển camera điện thoại qua Bluetooth (chỉ dành cho thiết bị iOS) | Bản đồ ngoại tuyến | Điều khiển nhịp độ ảo (Virtual Pacer) | Thuật toán thể thao PeakBeats | Hẹn giờ Pomodoro | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Khóa màn hình và mật khẩu | Lời nhắc sự kiện | Trợ lý ảo giọng nói Amazon Alexa | Dự đoán thành tích cuộc đua (Race Achievement Predictions) | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Line | Cuộc gọi,Khoảng 54 giờ (chế độ GPS tiết kiệm năng lượng) | Khoảng 14 ngày (ở chế độ cơ bản),Khoảng 2 giờ,440 mAh,Dây sạc nam châm,Trung Quốc,,Tiếng Trung | Tiếng Việt | Tiếng Anh,AMOLED,1.39 inch,454 x 454 pixels,46.7,Kính cường lực Gorilla Glass 3,Khung nhựa FRP - Viền Titanium,Silicone,2.2 cm,15 - 22 cm,Có,46,46,11,32,,Không,Hãng không công bố,Hãng không công bố,Zepp OS 2.0,Android 7.0 trở lên | iOS 12 trở lên,Zepp App,Bluetooth v5.3,,,,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
171076,0232391002162,314227,49,Amazfit,Cảm biến địa từ | Cảm biến ánh sáng môi trường | BioTracker 3.0 PPG | Con quay hồi chuyển | Cao áp kế | Gia tốc kế,Galileo | GLONASS | NAVIC | QZSS | Beidou | GPS,Ba môn phối hợp (Triathlon) | Bóng đá | Chạy bộ | Yoga | Bơi lội | Chèo thuyền | Nhảy dây | Đi bộ đường dài | Nhảy dù | Bóng bàn | Quần vợt | Đi bộ | Đạp xe,Không có,Không có,Chế độ ngủ đêm tránh buốt | 3 chế độ ngủ thông minh | Phích cắm VDE,"Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)","Tính quãng đường chạy | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Đo nhịp tim | Theo dõi nhịp thở | Theo dõi chu kỳ kinh nguyệt | Theo dõi nhịp tim 24h | Hệ thống đánh giá sức khỏe PAI | Nhắc nhở nhịp tim cao, thấp | Đếm số bước chân | Theo dõi Nồng độ oxy trong máu 24h | Theo dõi mức độ căng thẳng 24h | Chấm điểm giấc ngủ | Bài tập thở | Theo dõi giấc ngủ","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Thay mặt đồng hồ | Chế độ DND (Không làm phiền) | Danh sách việc cần làm | Lưu trữ nhạc | Nâng cổ tay sáng màn hình | Màn hình cảm ứng | Nhắc nhở vận động | Công nghệ MaxTrack | Track Run (Theo dõi đường chạy) | Cập nhật buổi sáng (Morning Updates) | Huấn luyện viên Zepp (Zepp Coach) | Điều khiển camera điện thoại qua Bluetooth (chỉ dành cho thiết bị iOS) | Bản đồ ngoại tuyến | Điều khiển nhịp độ ảo (Virtual Pacer) | Thuật toán thể thao PeakBeats | Hẹn giờ Pomodoro | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Khóa màn hình và mật khẩu | Lời nhắc sự kiện | Trợ lý ảo giọng nói Amazon Alexa | Dự đoán thành tích cuộc đua (Race Achievement Predictions) | Chạm để đánh thức màn hình | Che để tắt màn hình | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Line | Cuộc gọi,Khoảng 8 ngày (ở chế độ cơ bản) | Khoảng 28 giờ (chế độ GPS tiết kiệm năng lượng),Khoảng 2 giờ,240 mAh,Dây sạc nam châm,Trung Quốc,09/2023,Tiếng Trung | Tiếng Việt | Tiếng Anh,AMOLED,1.75 inch,390 x 450 pixels,44 mm,Kính cường lực Panda,Khung nhựa FRP - Viền hợp kim nhôm,Silicone,2 cm,14 - 20.5 cm,Có,44,38,9,25,Không,Không,Hãng không công bố,Hãng không công bố,Zepp OS 2.0,Android 7.0 trở lên | iOS 12 trở lên,Zepp App,Bluetooth v5.3,,5390000,2890000,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
171074,0232391002160,314224,49,Amazfit,Cảm biến địa từ | Cảm biến ánh sáng môi trường | BioTracker 3.0 PPG | Con quay hồi chuyển | Cao áp kế | Gia tốc kế,Galileo | GLONASS | NAVIC | QZSS | Beidou | GPS,Ba môn phối hợp (Triathlon) | Bóng đá | Chạy bộ | Yoga | Bơi lội | Leo núi | Cầu lông | Bóng rổ | Quần vợt | Đi bộ | Đạp xe,Không có,Nghe gọi ngay trên đồng hồ,Vắt cực khô | Phích cắm VDE | Hẹn giờ nấu lên đến 120 phút,"Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)","Tính quãng đường chạy | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Đo nhịp tim | Theo dõi chu kỳ kinh nguyệt | Theo dõi nhịp tim 24h | Hệ thống đánh giá sức khỏe PAI | Nhắc nhở nhịp tim cao, thấp | Đếm số bước chân | Theo dõi Nồng độ oxy trong máu 24h | Theo dõi mức độ căng thẳng 24h | Chấm điểm giấc ngủ | Bài tập thở | Theo dõi giấc ngủ","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Thay mặt đồng hồ | Chế độ DND (Không làm phiền) | Danh sách việc cần làm | Lưu trữ nhạc | Màn hình cảm ứng | Nhắc nhở vận động | Công nghệ MaxTrack | Track Run (Theo dõi đường chạy) | Cập nhật buổi sáng (Morning Updates) | Huấn luyện viên Zepp (Zepp Coach) | Điều khiển camera điện thoại qua Bluetooth (chỉ dành cho thiết bị iOS) | Bản đồ ngoại tuyến | Điều khiển nhịp độ ảo (Virtual Pacer) | Thuật toán thể thao PeakBeats | Hẹn giờ Pomodoro | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Khóa màn hình và mật khẩu | Lời nhắc sự kiện | Trợ lý ảo giọng nói Amazon Alexa | Loa và mic tích hợp | Dự đoán thành tích cuộc đua (Race Achievement Predictions) | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Line | Cuộc gọi,Khoảng 54 giờ (chế độ GPS tiết kiệm năng lượng) | Khoảng 14 ngày (ở chế độ cơ bản),Khoảng 2 giờ,440 mAh,Dây sạc nam châm,Trung Quốc,09/2023,Tiếng Trung | Tiếng Việt | Tiếng Anh,AMOLED,1.45 inch,480 x 480 pixels,47 mm,Kính cường lực Gorilla Glass 3,Khung nhựa FRP - Viền Titanium,Nylon,2.2 cm,15 - 21.5 cm,Có,47,47,11,34,Không,Không,Hãng không công bố,Hãng không công bố,Zepp OS 2.0,Android 7.0 trở lên | iOS 12 trở lên,Zepp App,Bluetooth v5.3,,,,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
171260,0232391002317,322265,49,Amazfit,Cảm biến địa từ | Cảm biến ánh sáng môi trường | Cảm biến áp suất không khí | Con quay hồi chuyển | Cảm biến sinh trắc học BioTracker 5.0 | Cảm biến phân tích trở kháng điện sinh học | Gia tốc kế,Galileo | GLONASS | Băng tần kép (L1 và L5) | QZSS | Beidou | GPS,Bóng đá | Chạy bộ | Yoga | Bơi lội | Lướt sóng | Khúc côn cầu | Bóng bầu dục | Bóng ném | Trượt tuyết | Trượt băng | Bóng chày | Chèo thuyền | Nhảy dây | Chạy địa hình (trail) | Đi bộ đường dài | Đá cầu | Leo núi | Bóng bàn | Cầu lông | Bóng rổ | Bóng chuyền | Quần vợt | Đi bộ | Đạp xe,Không có,Nghe gọi ngay trên đồng hồ,"Điều khiển bằng điện thoại, có Wi-Fi | 3 chế độ ngủ thông minh | Gia nhiệt nhanh","Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)","Phân tích thành phần cơ thể | Tính quãng đường chạy | Đo nồng độ oxy trong máu (SpO2) | Đo nhịp tim | Theo dõi nhịp thở | Theo dõi chu kỳ kinh nguyệt | Theo dõi nhịp tim 24h | Hệ thống đánh giá sức khỏe PAI | Nhắc nhở nhịp tim cao, thấp | Đếm số bước chân | Theo dõi Nồng độ oxy trong máu 24h | Theo dõi mức độ căng thẳng 24h | Chấm điểm giấc ngủ | Bài tập thở | Theo dõi giấc ngủ","Đồng hồ bấm giờ | Báo thức | Điều khiển chơi nhạc | Thay mặt đồng hồ | Chế độ DND (Không làm phiền) | Danh sách việc cần làm | Lưu trữ nhạc | Màn hình cảm ứng | Nhắc nhở vận động | Cập nhật buổi sáng (Morning Updates) | Huấn luyện viên Zepp (Zepp Coach) | Điều khiển camera điện thoại qua Bluetooth (chỉ dành cho thiết bị iOS) | Thuật toán thể thao PeakBeats | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Khóa màn hình và mật khẩu | Lời nhắc sự kiện | Trợ lý ảo giọng nói Amazon Alexa | Loa và mic tích hợp | Dự đoán thành tích cuộc đua (Race Achievement Predictions) | Huấn luyện viên giấc ngủ Zepp Aura | Readiness scores (Điểm số sẵn sàng) | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Line | Cuộc gọi,Khoảng 14 ngày (ở chế độ cơ bản) | Khoảng 25 ngày (ở chế độ tiết kiệm pin),Khoảng 2 giờ,475 mAh,Đế sạc nam châm,Trung Quốc,02/2024,Tiếng Trung | Tiếng Việt | Tiếng Anh,AMOLED,1.5 inch,480 x 480 pixels,46 mm,Kính cường lực,Hợp kim nhôm,Silicone,2.2 cm,14 - 21.5 cm,Có,46,46,10,35,Không,Không,Hãng không công bố,Hãng không công bố,Zepp OS 3.0,Android 7.0 trở lên | iOS 12 trở lên,Zepp App,WLAN 2.4 GHz | Bluetooth v5.0,,,,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
171849,0232391002650,336875,49,Amazfit,Cảm biến nhiệt độ | Cảm biến địa từ | Cảm biến ánh sáng môi trường | Con quay hồi chuyển | Cao áp kế | Gia tốc kế | Cảm biến sinh trắc học BioTracker 6.0,Galileo | GLONASS | QZSS | Beidou | GPS,Bóng đá | Chạy bộ | Yoga | Bơi lội | Lướt sóng | Khúc côn cầu | Bóng bầu dục | Trượt tuyết | Trượt băng | Bóng chày | Chèo thuyền | Nhảy dây | Chạy địa hình (trail) | Đi bộ đường dài | Đá cầu | Leo núi | Bóng bàn | Cầu lông | Bóng rổ | Bóng chuyền | Quần vợt | Đi bộ | Đạp xe,Không có,Nghe gọi ngay trên đồng hồ,Vắt cực khô | Phích cắm VDE | Hẹn giờ nấu lên đến 120 phút,"Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)","Tính lượng calories tiêu thụ | Đo nồng độ oxy trong máu (SpO2) | Đo nhịp tim | Theo dõi nhịp thở | Theo dõi chu kỳ kinh nguyệt | Theo dõi nhịp tim 24h | Hệ thống đánh giá sức khỏe PAI | Nhắc nhở nhịp tim cao, thấp | Đếm số bước chân | Theo dõi Nồng độ oxy trong máu 24h | Theo dõi mức độ căng thẳng 24h | Chấm điểm giấc ngủ | Bài tập thở | Theo dõi giấc ngủ | Tình trạng HRV (Heart Rate Variability)","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Nghe nhạc với tai nghe Bluetooth | Điều khiển chơi nhạc | Thay mặt đồng hồ | Lộ trình đường đi | Nghe nhạc | Chế độ DND (Không làm phiền) | Danh sách việc cần làm | Màn hình cảm ứng | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Nhắc nhở vận động | Track Run (Theo dõi đường chạy) | Cập nhật buổi sáng (Morning Updates) | Huấn luyện viên Zepp (Zepp Coach) | Điều khiển camera điện thoại qua Bluetooth (chỉ dành cho thiết bị iOS) | Bản đồ ngoại tuyến | Điều khiển nhịp độ ảo (Virtual Pacer) | Thuật toán thể thao PeakBeats | Hẹn giờ Pomodoro | Lịch | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Tự động điều chỉnh độ sáng màn hình | Khóa màn hình và mật khẩu | Lời nhắc sự kiện | Trợ lý ảo giọng nói Amazon Alexa | Loa và mic tích hợp | Dự đoán thành tích cuộc đua (Race Achievement Predictions) | Huấn luyện viên giấc ngủ Zepp Aura | Readiness scores (Điểm số sẵn sàng) | Chạm để đánh thức màn hình | Che để tắt màn hình | Ghi âm | Đo bằng một chạm | Phát hiện bài tập | Đồng hồ thế giới | Trợ lý ảo Zepp Flow | Chế độ đua HYROX | Công nghệ ăng-ten phân cực tròn | Tìm điện thoại",Zalo | Ứng dụng khác | Tin nhắn | Messenger (Facebook) | Line | Email | Cuộc gọi,Khoảng 10 ngày (sử dụng cơ bản) | Khoảng 5 ngày (Sử dụng cường độ cao),Khoảng 2 giờ,270 mAh,Đế sạc nam châm,Trung Quốc,03/2025,Tiếng Trung | Tiếng Việt | Tiếng Anh,AMOLED,1.32 inch,466 x 466 pixels,43.9,Kính Sapphire,Khung Polyme - Viền thép không gỉ,Da,2 cm,15 - 21 cm,Có,43,43,9,31.65 g,Không,Không,RTL 8763EFL,512 MB,Zepp OS,Android 7.0 trở lên | iOS 12 trở lên,Zepp App,Bluetooth v5.2,,3430000,,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
171781,0232391002634,335088,49,Amazfit,Cảm biến nhiệt độ | Cảm biến địa từ | Cảm biến ánh sáng môi trường | Con quay hồi chuyển | Cao áp kế | Gia tốc kế | Cảm biến sinh trắc học BioTracker 6.0,Galileo | GLONASS | QZSS | Beidou | GPS,Bóng đá | Chạy bộ | Yoga | Bơi lội | Lướt sóng | Khúc côn cầu | Bóng bầu dục | Trượt tuyết | Trượt băng | Bóng chày | Chèo thuyền | Nhảy dây | Chạy địa hình (trail) | Đi bộ đường dài | Đá cầu | Leo núi | Bóng bàn | Cầu lông | Bóng rổ | Bóng chuyền | Quần vợt | Đi bộ | Đạp xe,Không có,Nghe gọi ngay trên đồng hồ,"Điều khiển bằng điện thoại, có Wi-Fi | 3 chế độ ngủ thông minh | Gia nhiệt nhanh","Chống nước 5 ATM - ISO 22810:2010 (Tắm, bơi vùng nước nông)","Ghi lại calories nạp vào | Đo nồng độ oxy trong máu (SpO2) | Đo nhịp tim | Theo dõi nhịp thở | Theo dõi chu kỳ kinh nguyệt | Theo dõi nhịp tim 24h | Hệ thống đánh giá sức khỏe PAI | Nhắc nhở nhịp tim cao, thấp | Đếm số bước chân | Theo dõi Nồng độ oxy trong máu 24h | Theo dõi mức độ căng thẳng 24h | Chấm điểm giấc ngủ | Bài tập thở | Theo dõi giấc ngủ | Tình trạng HRV (Heart Rate Variability)","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Nghe nhạc với tai nghe Bluetooth | Điều khiển chơi nhạc | Thay mặt đồng hồ | Lộ trình đường đi | Nghe nhạc | Chế độ DND (Không làm phiền) | Danh sách việc cần làm | Màn hình cảm ứng | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Nhắc nhở vận động | Track Run (Theo dõi đường chạy) | Cập nhật buổi sáng (Morning Updates) | Huấn luyện viên Zepp (Zepp Coach) | Điều khiển camera điện thoại qua Bluetooth (chỉ dành cho thiết bị iOS) | Bản đồ ngoại tuyến | Điều khiển nhịp độ ảo (Virtual Pacer) | Thuật toán thể thao PeakBeats | Hẹn giờ Pomodoro | Lịch | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Tự động điều chỉnh độ sáng màn hình | Khóa màn hình và mật khẩu | Lời nhắc sự kiện | Trợ lý ảo giọng nói Amazon Alexa | Loa và mic tích hợp | Dự đoán thành tích cuộc đua (Race Achievement Predictions) | Huấn luyện viên giấc ngủ Zepp Aura | Readiness scores (Điểm số sẵn sàng) | Chạm để đánh thức màn hình | Che để tắt màn hình | Ghi âm | Đo bằng một chạm | Phát hiện bài tập | Đồng hồ thế giới | Trợ lý ảo Zepp Flow | Chế độ đua HYROX | Công nghệ ăng-ten phân cực tròn | Tìm điện thoại",Zalo | Tin nhắn | Messenger (Facebook) | Line | Email | Cuộc gọi,Khoảng 10 ngày (sử dụng cơ bản) | Khoảng 5 ngày (Sử dụng cường độ cao),Khoảng 2 giờ,270 mAh,Đế sạc nam châm,Trung Quốc,03/2025,Tiếng Trung | Tiếng Việt | Tiếng Anh,AMOLED,1.32 inch,466 x 466 pixels,43.9,Kính cường lực 2.5D,Khung Polyme - Viền thép không gỉ,Silicone,2 cm,13.5 - 19.5 cm,Có,43,43,9,29,Không,Không,RTL 8763EFL,512 MB,Zepp OS,Android 7.0 trở lên | iOS 12 trở lên,Zepp App,Bluetooth v5.2,,2740000,,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
