model_code,sku,productidweb,category_code,brand_id,brand,Sản xuất tại,Chất liệu thân vỏ,Tiện ích,Cao,Ngang,Sâu,Khối lượng máy,Công suất đầu ra,Độ ồn,Số lượng,Dòng sản phẩm,Loại sản phẩm,Bảng điều khiển,Công nghệ,Công nghệ sấy,Chương trình,Dài ống cấp nước,Dài ống xả nước,Tiêu thụ nước,Chất liệu cửa,Khay chén,giá gốc,giá khuyến mãi,khuyến mãi quà
179632,3053859000103,316025,39,133,Bosch,Thổ Nhĩ Kỳ,Thép sơn tĩnh điện,"Khoá trẻ em | Hệ thống lưới lọc giúp lọc cặn thức ăn | Đèn LED báo hết muối, hết nước làm bóng | AquaSensor - Cảm biến nước | Âm báo kết thúc chương trình | Rửa bán tải Half load",81,59,55,46,2400W,42 dB,3 - 4 bữa ăn Việt (12 bộ Châu Âu),2021,Máy rửa chén âm tủ,Nút nhấn | Tiếng Anh,Công nghệ rửa diệt khuẩn Hygiene Plus | Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Công nghệ rửa nhanh SpeedPerfect+ | Rửa bằng nước nóng,Công nghệ sấy PureDry,Rửa đồ thủy tinh | Rửa tiêu chuẩn (tiết kiệm) | Rửa thường | Rửa tráng | Rửa nhanh,150,191,~ 10.5 lít/lần rửa,Thép sơn tĩnh điện,"Khay dưới | Giỏ đựng dao, muỗng, đũa | Khay trên",18640000,18640000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179631,3053859000102,316024,39,133,Bosch,Ba Lan,Thép sơn tĩnh điện,"Khoá trẻ em | Đèn LED báo hết muối, hết nước làm bóng | Aquastop - tự ngắt nguồn nước khi có rò rỉ | AquaSensor - Cảm biến nước | Hẹn giờ bắt đầu rửa | Cài đặt máy theo độ cứng của nước | Chức năng vệ sinh máy Machine care | Chức năng ghi nhớ chương trình rửa Favourite | Rửa bán tải Half load",84,60,60,46,2400W,48 dB,3 - 4 bữa ăn Việt (12 bộ Châu Âu),2023,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Công nghệ rửa nhanh SpeedPerfect+ | Rửa bằng nước nóng,Extra Dry - Sấy tăng cường,Rửa chuyên sâu | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa tự động | Rửa nhanh,155,191,~ 10.5 lít/lần rửa,Thép sơn tĩnh điện,"Khay trên có thể thay đổi chiều cao | Khay dưới | Giỏ đựng dao, muỗng, đũa",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179627,3053859000101,315726,39,347,Hafele,Trung Quốc,Thép không gỉ,"Khoá trẻ em | Đèn LED báo hết muối, hết nước làm bóng | Chống tràn và rò rỉ | Hẹn giờ bắt đầu rửa | Cài đặt máy theo độ cứng của nước | Extra Dry - Sấy tăng cường",59,55,49,25,1620W,49 dB,~2 bữa ăn Việt (8 bộ Châu Âu),2023,Máy rửa chén mini,Nút nhấn | Màn hình hiển thị,Rửa bằng nước nóng,Sấy tăng cường,Vệ sinh máy | Rửa tiêu chuẩn (tiết kiệm) | Rửa thường | Rửa mạnh | Rửa ly tách dễ vỡ | Rửa 90 phút | Rửa nhanh,155,149,~ 8 lít/lần rửa,Thép không gỉ,Khay dao kéo | Khay dưới | Khay trên,9810000,6190000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179623,3053859000098,314812,39,316,Nagakawa,Malaysia,Tôn DC52D,Khoá trẻ em | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Linh hoạt lựa chọn ngăn rửa | Chống quá nhiệt (bảo vệ bộ gia nhiệt) | Water Sensor - chống tràn nước | Cài đặt máy theo độ cứng của nước,83,60,60,46,1850W,46 dB,3 - 4 bữa ăn Việt (15 bộ Châu Âu),2021,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị,Rửa bằng nước nóng,Sấy ngưng tụ,Rửa chuyên sâu | Rửa đồ thủy tinh | Rửa 60 phút | Rửa tiêu chuẩn (tiết kiệm) | Rửa sơ | Rửa nhanh,155,153,~ 10 lít/lần rửa,"Mặt trong inox 304, mặt ngoài Inox 430",Khay dao kéo | Khay trên có thể thay đổi chiều cao | Khay dưới,11772000,11772000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179621,3053859000100,314809,39,316,Nagakawa,Malaysia,Thép sơn tĩnh điện,"Khoá trẻ em | Đèn LED báo hết muối, hết nước làm bóng | Cảnh báo mã lỗi hoạt động khác | Hẹn giờ bắt đầu rửa | Cảnh báo lỗi nguồn cấp nước",79,59,60,43,1800W,46 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2022,Máy rửa chén độc lập,Màn hình hiển thị | Cảm ứng,Rửa bằng nước nóng,NaFRESH 360,Rửa chuyên sâu | Rửa tiêu chuẩn (tiết kiệm) | Rửa thường | Rửa diệt khuẩn | Rửa tự động | Rửa nhanh,157,159,~ 12.5 lít/lần rửa,Thép sơn tĩnh điện,"Khay dưới | Giỏ đựng dao, muỗng, đũa | Khay trên",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179398,3053859000094,302170,39,368,Galanz,Trung Quốc,Thép sơn tĩnh điện,Khoá trẻ em | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Chống tràn và rò rỉ,83,60,60,43,1850W,47 dB,3 - 4 bữa ăn Việt (15 bộ Châu Âu),2022,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Rửa bằng nước nóng,Turbo Fan - Quạt sấy khô chuyên dụng,Rửa chuyên sâu | Rửa nhẹ | Rửa 60 phút | Rửa tiêu chuẩn (tiết kiệm) | Xả trước | Rửa nhanh,157,148,~ 12 lít/lần rửa,Thép không gỉ,Khay dao kéo | Khay dưới | Khay trên,,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179397,3053859000095,302169,39,368,Galanz,Trung Quốc,Thép sơn tĩnh điện,Khoá trẻ em | Đèn báo hết muối | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Chống tràn và rò rỉ,83,60,60,43,1850W,47 dB,3 - 4 bữa ăn Việt (15 bộ Châu Âu),2022,Máy rửa chén độc lập,Màn hình hiển thị | Tiếng Anh | Cảm ứng,Rửa bằng nước nóng,Turbo Fan - Quạt sấy khô chuyên dụng,Rửa chuyên sâu | Rửa nhẹ | Rửa 60 phút | Rửa tiêu chuẩn (tiết kiệm) | Rửa sơ | Rửa nhanh,157,148,~ 12 lít/lần rửa,Thép không gỉ,Khay dao kéo | Khay dưới | Khay trên,,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179391,3053859000091,299897,39,133,Bosch,Đức,Inox + Nhựa cao cấp,"Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Đèn LED báo hết muối, hết nước làm bóng | Aquastop - tự ngắt nguồn nước khi có rò rỉ | Chức năng vệ sinh máy Machine care | Chức năng hẹn giờ  (từ 1 - 24 tiếng)",84,60,60,,2400W,42 dB,3 - 4 bữa ăn Việt (14 bộ châu Âu),2021,Máy rửa chén độc lập,Màn hình hiển thị | Tiếng Anh | Cảm ứng,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | ExtraClean Zone | Công nghệ rửa nhanh SpeedPerfect+ | Rửa bằng nước nóng,Heat Exchanger - Sấy trao đổi nhiệt | Extra Dry - Sấy tăng cường | Sấy Zeolith,Rửa đồ thủy tinh | Rửa 60 phút | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa mạnh | Rửa nhanh 45°C | Rửa siêu tĩnh | Rửa tự động,170,190,~ 9.5 lít/lần rửa,Inox,Khay dao kéo | Khay dưới | Khay trên,,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179390,3053859000090,299894,39,133,Bosch,Đức,Inox + Nhựa cao cấp,"Điều khiển bằng giọng nói | Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Tự động hé cửa ở cuối chương trình | EcoSilence Drive: hoạt động mạnh mẽ, yên tĩnh | Aquastop - tự ngắt nguồn nước khi có rò rỉ | Chức năng vệ sinh máy Machine care | Chức năng ghi nhớ chương trình rửa Favourite | Rửa bán tải Half load",84,60,60,,2400W,44 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2022,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Automatic Programme | Công nghệ rửa diệt khuẩn Hygiene Plus | Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Công nghệ rửa chống ăn mòn thuỷ tinh | Công nghệ rửa nhanh SpeedPerfect+,EfficientDry | Extra Dry - Sấy tăng cường,Rửa chuyên sâu | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa siêu tĩnh | Rửa tự động | Rửa nhanh,159,190,~ 9.5 lít/lần rửa,Inox,Khay dao kéo | Khay dưới | Khay trên,,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179388,3053859000088,299891,39,133,Bosch,Thổ Nhĩ Kỳ,Inox + Nhựa cao cấp,"Khoá trẻ em | Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Chương trình rửa an toàn cho ly thủy tinh 45°C | Đèn LED báo hết muối, hết nước làm bóng | EcoSilence Drive: hoạt động mạnh mẽ, yên tĩnh | Aquastop - tự ngắt nguồn nước khi có rò rỉ | AquaSensor - Cảm biến nước | Chức năng vệ sinh máy Machine care | Chức năng ghi nhớ chương trình rửa Favourite | Extra Dry - Sấy tăng cường",84,60,60,,2400W,42 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2022,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Công nghệ trao đổi nhiệt Heat Exchanger | Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Công nghệ rửa nhanh SpeedPerfect+ | Rửa bằng nước nóng,Công nghệ sấy PureDry,Rửa 60 phút | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa mạnh | Rửa tự động,167,189,~ 9.5 lít/lần rửa,Inox,Khay dao kéo | Khay dưới | Khay trên,,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179387,3053859000087,299890,39,133,Bosch,Thổ Nhĩ Kỳ,Inox + Nhựa cao cấp,Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Aquastop - tự ngắt nguồn nước khi có rò rỉ | AquaSensor - Cảm biến nước | Chức năng vệ sinh máy Machine care | Chức năng hẹn giờ  (từ 1 - 24 tiếng) | Extra Dry - Sấy tăng cường,84,60,60,,2400W,42 dB,3 - 4 bữa ăn Việt (12 bộ Châu Âu),2022,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Công nghệ rửa nhanh SpeedPerfect+ | Rửa bằng nước nóng,Công nghệ sấy PureDry,Rửa chuyên sâu | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa tự động | Rửa nhanh,155,189,~ 9.5 lít/lần rửa,Inox,"Khay dưới | Giỏ đựng dao, muỗng, đũa | Khay trên",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179386,3053859000086,299889,39,133,Bosch,Thổ Nhĩ Kỳ,Inox + Nhựa cao cấp,"Khoá trẻ em | Đèn LED báo hết muối, hết nước làm bóng | Vario Speed Plus: tiết kiệm 65% thời gian rửa | AquaSensor - Cảm biến nước | Chức năng ghi nhớ chương trình rửa Favourite | Chức năng hẹn giờ  (từ 1 - 24 tiếng) | Rửa bán tải Half load",84,60,60,,2400W,42 dB,3 - 4 bữa ăn Việt (12 bộ Châu Âu),2014,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Công nghệ trao đổi nhiệt Heat Exchanger | Công nghệ rửa diệt khuẩn Hygiene Plus | Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Rửa bằng nước nóng,Không có,Rửa chuyên sâu | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa nhanh 45°C | Rửa nhanh 65°C | Rửa tự động,163,191,~ 9.5 lít/lần rửa,Inox,"Khay dưới | Giỏ đựng dao, muỗng, đũa | Khay trên",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179261,3053859000085,287345,39,133,Bosch,Đức,Thép sơn tĩnh điện,"Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Đèn LED báo hết muối, hết nước làm bóng | Hệ thống lọc 3 lớp tối ưu lượng nước sử dụng | Aquastop - tự ngắt nguồn nước khi có rò rỉ | Cài đặt máy theo độ cứng của nước | Chức năng vệ sinh máy Machine care | Chức năng ghi nhớ chương trình rửa Favourite | Giá đỡ linh hoạt FlexiShelves",84,60,60,48,2400W,42 dB,3 - 4 bữa ăn Việt (14 bộ châu Âu),2022,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Công nghệ rửa chống ăn mòn thuỷ tinh | Rửa bằng nước nóng,Heat Exchanger - Sấy trao đổi nhiệt | Extra Dry - Sấy tăng cường | Sấy Zeolith,Rửa chuyên sâu | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa nhanh 60°C | Rửa siêu tĩnh | Rửa tự động,167,191,~ 9.5 lít/lần rửa,Thép sơn tĩnh điện,Khay dao kéo | Khay dưới | Khay trên,,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179258,3053859000084,286831,39,368,Galanz,Trung Quốc,Thép mạ kẽm,Khoá trẻ em | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Đồng hồ LED hiển thị thời gian rửa | Chống tràn và rò rỉ | Chức năng Sterilize - khử trùng 72℃,60,59,53,27,1400W,49 dB,~2 bữa ăn Việt (8 bộ Châu Âu),2022,Máy rửa chén mini,Màn hình hiển thị | Tiếng Anh | Cảm ứng,Rửa bằng nước nóng,Sấy khử trùng Saniterize 72℃ | Inherent Heat - Sấy nhiệt dư,Rửa nhẹ | Rửa tiết kiệm ECO | Toàn phần | Rửa nhanh,158,164,~ 9.8 lít/lần rửa,Kính cường lực,"Khay dưới | Giỏ đựng dao, muỗng, đũa | Khay trên",,,
179219,3053859000082,284881,39,347,Hafele,Trung Quốc,Thép không gỉ,"Khoá trẻ em | Đèn LED báo hết muối, hết nước làm bóng",43,55,51,19,1170W,49 dB,~2 bữa ăn Việt (6 bộ Châu Âu),2020,Máy rửa chén mini,Màn hình hiển thị | Tiếng Anh | Cảm ứng,Rửa bằng nước nóng,Đang cập nhật,Rửa đồ thủy tinh | Rửa thường | Rửa mạnh | Rửa tiết kiệm ECO | Rửa 90 phút | Rửa tự động | Rửa nhanh,155,150,~ 6.5 lít/lần rửa,Thép không gỉ,Khay dưới,,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179218,3053859000081,284880,39,347,Hafele,Trung Quốc,Thép không gỉ,"Khoá trẻ em | Tự động hé cửa ở cuối chương trình | Đèn LED báo hết muối, hết nước làm bóng | Sấy khô tăng cường | Tăng tốc độ rửa | Động cơ Inverter BLDC | Rửa bán tải Half load",84,59,61,44,1930W,42 dB,3 - 4 bữa ăn Việt (14 bộ châu Âu),2021,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Rửa bằng nước nóng,Extra Dry - Sấy tăng cường,Rửa ngâm tráng qua nước lạnh | Rửa tiêu chuẩn (tiết kiệm) | Rửa thường | Rửa mạnh | Rửa ly tách dễ vỡ | Rửa 90 phút | Rửa tự động | Rửa nhanh,144,137,~ 12 lít/lần rửa,Thép không gỉ,Khay dao kéo | Khay trên có thể thay đổi chiều cao | Khay dưới,16484727,16484727,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179217,3053859000080,284879,39,347,Hafele,Thổ Nhĩ Kỳ,Thép không gỉ,"Khoá trẻ em | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Tự động hé cửa ở cuối chương trình | Đèn chiếu sáng bên trong | Đèn LED báo hết muối, hết nước làm bóng | Cài đặt máy theo độ cứng của nước | Động cơ Inverter BLDC | Rửa bán tải Half load",83,59,60,50,1900W,44 dB,3 - 4 bữa ăn Việt (15 bộ Châu Âu),2019,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Rửa bằng nước nóng,Không có,Vệ sinh máy | Rửa nhanh 50 phút | Rửa kép | Rửa tiêu chuẩn (tiết kiệm) | Rửa mạnh | Rửa nhanh 30 phút | Tự làm sạch | Rửa bằng vòi phun 18 phút,153,176,~ 9 lít/lần rửa,Thép không gỉ,Khung xương khay dưới có thể gập xuống | Khay dao kéo | Khay trên có thể thay đổi chiều cao,19820000,19820000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179215,3053859000078,284872,39,347,Hafele,Thổ Nhĩ Kỳ,Thép không gỉ,"Hẹn giờ bắt đầu rửa (từ 1 - 19 tiếng) | Tự động hé cửa ở cuối chương trình | Đèn LED báo hết muối, hết nước làm bóng | Cài đặt máy theo độ cứng của nước | Công nghệ ion tự nhiên | Rửa bán tải Half load",82,59,57,40,1900W,44 dB,3 - 4 bữa ăn Việt (15 bộ Châu Âu),2021,Máy rửa chén âm tủ,Màn hình hiển thị | Cảm ứng | Biểu tượng chương trình hoạt động,Tia UV diệt khuẩn | Rửa bằng nước nóng,Sấy khô bằng quạt,"Vệ sinh máy | Rửa nhanh 50 phút | Rửa đồ thủy tinh | Rửa kép | Rửa tiêu chuẩn (tiết kiệm) | Rửa diệt khuẩn | Rửa nhanh 30 phút | Rửa nhanh 14 phút | 3 chương trình rửa tự động: chén đĩa dơ nhiều, chén đĩa dơ ít, chén dĩa dễ vỡ",155,188,~ 9 lít/lần rửa,Thép không gỉ,"Khay trên có thể thay đổi chiều cao | Khay dưới | Giỏ đựng dao, muỗng, đũa",19820000,19820000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179214,3053859000077,284865,39,347,Hafele,Thổ Nhĩ Kỳ,Thép không gỉ,"Khoá trẻ em | Hẹn giờ bắt đầu rửa (từ 1 - 19 tiếng) | Đèn LED báo hết muối, hết nước làm bóng | Cài đặt máy theo độ cứng của nước | Rửa bán tải Half load",82,59,57,43,1900W,44 dB,~4 bữa ăn Việt (16 bộ Châu Âu),2019,Máy rửa chén bán âm,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Rửa bằng nước nóng,Sấy khô bằng quạt,Vệ sinh máy | Rửa nhanh 50 phút | Rửa kép | Rửa tiêu chuẩn (tiết kiệm) | Rửa mạnh | Rửa nhanh 30 phút | Rửa tự động | Rửa bằng vòi phun 18 phút,155,188,~ 9 lít/lần rửa,Thép không gỉ,"Khung xương khay trên có thể gập xuống | Khay dao kéo | Khay trên có thể thay đổi chiều cao | Khay dưới | Giỏ đựng dao, muỗng, đũa",19820000,19820000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179213,3053859000076,284863,39,347,Hafele,Trung Quốc,Thép không gỉ,"Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Tự động hé cửa ở cuối chương trình | Hệ thống lưới lọc giúp lọc cặn thức ăn | Đèn LED báo hết muối, hết nước làm bóng | Cài đặt máy theo độ cứng của nước | Sấy khô tăng cường | Tăng tốc độ rửa | Động cơ Inverter BLDC | Rửa bán tải Half load",81,59,58,32,1930W,42 dB,~4 bữa ăn Việt (15 bộ Châu Âu),2021,Máy rửa chén bán âm,Màn hình hiển thị | Tiếng Anh | Cảm ứng,Rửa bằng nước nóng,Có,Rửa đồ thủy tinh | Rửa tiêu chuẩn (tiết kiệm) | Rửa thường | Rửa mạnh | Xả trước | Rửa 90 phút | Rửa tự động | Rửa nhanh,156,138,~ 12 lít/lần rửa,Thép không gỉ,Khay dao kéo | Khay dưới | Khay trên,,,
179212,3053859000075,284861,39,347,Hafele,Trung Quốc,Thép không gỉ,"Đèn LED báo hết muối, hết nước làm bóng",43,55,50,26,1170W,49 dB,~2 bữa ăn Việt (6 bộ Châu Âu),2019,Máy rửa chén mini,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Rửa bằng nước nóng,Đang cập nhật,Rửa đồ thủy tinh | Rửa tiêu chuẩn (tiết kiệm) | Rửa thường | Rửa mạnh | Rửa chén bát ít bẩn | Rửa nhanh,155,147,~ 8 lít/lần rửa,Thép không gỉ,Khay dưới,,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179211,3053859000074,284858,39,347,Hafele,Trung Quốc,Thép không gỉ,"Khoá trẻ em | Đèn LED báo hết muối, hết nước làm bóng | Cài đặt máy theo độ cứng của nước | Sấy khô tăng cường | Tăng tốc độ rửa | Rửa bán tải Half load",81,59,55,45,1760W - 2100W,42 dB,3 - 4 bữa ăn Việt (14 bộ châu Âu),2021,Máy rửa chén âm tủ,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Rửa bằng nước nóng,Sấy tăng cường,Rửa ngâm tráng qua nước lạnh | Rửa thường | Rửa mạnh | Rửa tiết kiệm ECO | Rửa ly tách dễ vỡ | Rửa 90 phút | Rửa tự động | Rửa nhanh,152,136,~ 10.5 lít/lần rửa,Thép không gỉ,Khay dao kéo | Khay dưới | Khay trên,,,
179204,3053859000068,284266,39,185,Beko,Thổ Nhĩ Kỳ,Thép không gỉ,"Khoá trẻ em | Tự động hé cửa ở cuối chương trình | Đèn LED báo hết muối, hết nước làm bóng | Chống tràn và rò rỉ | Hẹn giờ bắt đầu rửa | Rửa bán tải Half load",85,59,61,42,1800W - 2100W,47 dB,3 - 4 bữa ăn Việt (14 bộ châu Âu),2022,Máy rửa chén độc lập,Núm xoay | Nút nhấn | Màn hình hiển thị | Tiếng Anh,Rửa bằng nước nóng,Sấy khô bằng quạt,Rửa chuyên sâu | Rửa nhẹ | Rửa đồ thủy tinh | Rửa tiêu chuẩn (tiết kiệm) | Rửa tự động | Rửa nhanh,150,180,~ 11.5 lít/lần rửa,Thép không gỉ,"Khay dưới | Giỏ đựng dao, muỗng, đũa | Khay trên",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
