model_code,sku,productidweb,category_code,brand,Tiện ích,Màn hình hiển thị,Kích thước màn hình,Độ phân giải,Ngang,Dày,Khối lượng máy,Kết nối,Màn hình cảm ứng,Tấm nền,Thời gian đáp ứng,Độ phủ màu,Số lượng,Độ sáng,Độ tương phản tĩnh,Loa,Vesa,Điện năng tiêu thụ,Cao,Ngang module phụ,Cao không chân,Độ dày không chân,Loại màn hình,giá gốc,giá khuyến mãi,khuyến mãi quà
172784,3641273000024,132277,73,Asus,,Không viền | Asus Splendid | Lọc ánh sáng xanh | VividPixel | Tấm nền IPS,27 inch,Full HD (1920 x 1080),,,,2 x HDMI | 1 x D-Sub (VGA),Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,250 cd/m2,Đang cập nhật,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
172783,3641273000022,132269,73,Asus,,Không viền | Ultra Slim - Siêu mỏng | Tấm nền IPS,21.5 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,250 cd/m2,80.000.000:1 Max,,,< 15 W,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
172782,3641273000021,132266,73,Asus,,Không viền | Asus Splendid | GamePlus | Lọc ánh sáng xanh | VividPixel | Tấm nền IPS,23.8 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
172623,3641273000052,115840,73,Hp,,Tấm nền IPS,25 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,14 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,28 W,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
172620,3641273000054,115830,73,Hp,,Tấm nền IPS,23.8 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,,,16.7 triệu màu,250 cd/m2,1000:2.1,,,25 W,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
172619,3641273000055,115821,73,Hp,,Không viền | Tấm nền IPS,23 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,,,16.7 triệu màu,250 cd/m2,1000:1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
188128,0220042001599,252988,73,Hp,Không có,VESA mount compatible | Chống chói Anti-Glare,19.5 inch,HD+ (1600 x 900),462,48,Khoảng 0.5 kg,1 x D-Sub (VGA) | HDMI,Không cảm ứng,TN,5 ms (GTG),,16 triệu màu,200 cd/m2,600:1,Có,Có,16W,278,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
187971,3641273000012,115775,73,Samsung,,Flicker free Technology,18.5 inch,UHD (3840 x 2160),,,,1 x D-Sub (VGA),Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,250 cd/m2,700:1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
187978,3641273000013,115822,73,Philips,,Tấm nền IPS,23 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,250 cd/m2,Đang cập nhật,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
187973,3641273000038,115794,73,Samsung,,PLS,18.5 inch,UHD (3840 x 2160),,,,1 x D-Sub (VGA),Không cảm ứng,,7 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
187995,3641273000041,132557,73,Samsung,,,23.5 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,4 ms (GTG),,16 triệu màu,250 cd/m2,1000:2.1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
172794,3641273000042,132558,73,Samsung,,Không viền,23.6 inch,Full HD (1920 x 1080),,,,HDMI,Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
187975,3641273000043,115811,73,Dell,,Tấm nền IPS,21.5 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,6 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
187977,3641273000044,115819,73,Dell,,Tấm nền IPS,23 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,6 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
187979,3641273000045,115829,73,Dell,Thay đổi được chiều cao,Không viền | AMD FreeSync | Flicker free Technology | Tấm nền IPS,23.8 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | 1 x Jack tai nghe 3.5 mm | HDMI,Không cảm ứng,,6 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
187974,3641273000046,115810,73,Dell,,Tấm nền IPS,21.5 inch,Full HD (1920 x 1080),,,,2 x USB 2.0 | 1 x D-Sub (VGA) | 2 x USB 3.0 | 1 x DisplayPort | HDMI,Không cảm ứng,,6 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
187976,3641273000053,115813,73,Hp,,Không viền | Tấm nền IPS,21.5 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,,,16.7 triệu màu,250 cd/m2,1000:2.1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
187972,3641273000093,115777,73,Hp,,,18.5 inch,UHD (3840 x 2160),,,,1 x D-Sub (VGA),Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,200 cd/m2,600:1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
188067,3641273000098,195707,73,Hp,,Tấm nền IPS,23 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,5 ms (GTG),,16 triệu màu,350 cd/m2,1000:1,,,22 W,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
189318,3641273000104,195707,73,Hp,,Tấm nền IPS,23 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,5 ms (GTG),,16 triệu màu,350 cd/m2,1000:1,,,22 W,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
188143,3641273000135,270180,73,Hp,Thay đổi được chiều cao | Xoay màn hình 90 độ | Webcam 5 MP,Lọc ánh sáng xanh | Chống chói Anti-Glare,23.8 inch,Full HD (1920 x 1080),539,47,6.5 kg,4 x USB 3.2 | 1 x D-Sub (VGA) | USB - B | 1 x DisplayPort | HDMI,Không cảm ứng,IPS,5 ms (GTG),,16 triệu màu,250 cd/m2,1000:1,Có,Có,50 W,355,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
188144,3641273000143,274150,73,Apple,Hỗ trợ trợ lý ảo Siri | Hệ thống 6 loa | Webcam 12 MP,True Tone technology | Wide color (P3),27 inch,5K Retina (5120 x 2880),623,168,6.3 kg,Thunderbolt 3 | 3 x USB-C,Không cảm ứng,Hãng không công bố,Hãng không công bố,,1 tỷ màu,600 cd/m2,Hãng không công bố,Có,Có,Hãng không công bố,478,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
188181,3641273000144,287266,73,Msi,Điều chỉnh được độ nghiêng của màn hình,Freesync | Giảm ánh sáng xanh | Anti-Flicker | Chống chói Anti-Glare | 100% sRGB | Wide color (P3),23.8 inch,Full HD (1920 x 1080),540,219,5 kg,1 x Headphone-out | 1 x HDMI 1.4 | 1 x DisplayPort 1.2,Không cảm ứng,IPS,1 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:1,Không có,Có,25 W,422,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
160472,3641273000209,306096,73,Viewsonic,Thay đổi được chiều cao | Xoay màn hình 90 độ | Điều chỉnh được độ nghiêng của màn hình,Acer Bluelight Filter | Adaptive-Sync | AMD FreeSync Premium,24 inch,Full HD (1920 x 1080),610,180,3.8 kg,2 x HDMI 1.4 | 1 x Jack tai nghe 3.5 mm | 1 x DisplayPort,Không cảm ứng,IPS,0.5 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:1,Có,Có,25 W,402,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171583,3641273000280,331408,73,Apple,3 micro | Hệ thống 6 loa | Webcam 12 MP,True Tone technology | Wide color (P3),27 inch,5K Retina (5120 x 2880),623,207,7,Thunderbolt 3 | 3 x USB-C,Không cảm ứng,Hãng không công bố,Hãng không công bố,,1 tỷ màu,600 cd/m2,Hãng không công bố,Có,Có,Hãng không công bố,479 mm ~ 583 mm,623,362,31,Phẳng,,,
160473,3641273000312,322534,73,Samsung,Gập màn hình lên xuống,AMD FreeSync | Curved Screen 1000R | HDR10 | Công nghệ chống nháy - Flicker-free | Eye Saver Mode | Black Equalizer (Bộ cân bằng màu đen) | Auto Source Switch+,32 inch,QHD (2560 x 1440),710,272,5,1 x DisplayPort 1.2 | 1 x Jack tai nghe 3.5 mm | 1 x HDMI 2.0,Không cảm ứng,VA,1 ms (MPRT),,16.7 triệu màu,300 cd/m2,2500:1,Không có,Có,59 W,533,710,439,135,Cong,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148921,3641551000007,115772,73,Samsung,,Đang cập nhật,21.5 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,200 cd/m2,Đang cập nhật,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
165357,3641551000008,132557,73,Samsung,,,23.5 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,4 ms (GTG),,16 triệu màu,250 cd/m2,1000:2.1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148922,3641551000009,115774,73,Samsung,,PLS,19.5 inch,UHD (3840 x 2160),,,,1 x D-Sub (VGA),Không cảm ứng,,5 ms (GTG),,16 triệu màu,200 cd/m2,600:1,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
165348,3641551000010,115775,73,Samsung,,Flicker free Technology,18.5 inch,UHD (3840 x 2160),,,,1 x D-Sub (VGA),Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,250 cd/m2,700:1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148923,3641551000011,115776,73,Hp,,Tấm nền IPS,21.5 inch,Full HD (1920 x 1080),,,,D/SUB | HDMI,Không cảm ứng,,7 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
165349,3641551000012,115777,73,Hp,,,18.5 inch,UHD (3840 x 2160),,,,1 x D-Sub (VGA),Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,200 cd/m2,600:1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148925,3641551000014,115779,73,Dell,,Tấm nền IPS,23 inch,Full HD (1920 x 1080),,,,2 x USB 2.0 | 1 x D-Sub (VGA) | 2 x USB 3.0 | 1 x DisplayPort | HDMI,Không cảm ứng,,6 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148926,3641551000015,115780,73,Dell,,Tấm nền IPS,22 inch,Full HD (1920 x 1080),,,,2 x USB 2.0 | 1 x D-Sub (VGA) | 2 x USB 3.0 | 1 x DisplayPort | HDMI,Không cảm ứng,,6 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148927,3641551000016,115781,73,Dell,,,21.5 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA),Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,200 cd/m2,600:1,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148928,3641551000018,115783,73,Dell,,Tấm nền IPS,23.8 inch,Full HD (1920 x 1080),,,,1 x DVI | 1 x DisplayPort | USB 2.0 | HDMI,Không cảm ứng,,8 ms (GTG),,16.7 triệu màu,300 cd/m2,1000:2.1,,,,,,,,Phẳng,4614545,4614545,
148929,3641551000019,115784,73,Acer,,Acer ComfyView,18.5 inch,UHD (3840 x 2160),,,,1 x D-Sub (VGA),Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148933,3641551000023,115788,73,Acer,,,18.5 inch,UHD (3840 x 2160),,,,D/SUB,Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,200 cd/m2,Đang cập nhật,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148937,3641551000028,115793,73,Samsung,,Lọc ánh sáng xanh | Chống loá,18.5 inch,UHD (3840 x 2160),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,5 ms (GTG),,Đang cập nhật,200 cd/m2,600:1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
165350,3641551000029,115794,73,Samsung,,PLS,18.5 inch,UHD (3840 x 2160),,,,1 x D-Sub (VGA),Không cảm ứng,,7 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148940,3641551000032,115797,73,Acer,,,19.5 inch,UHD (3840 x 2160),,,,D/SUB | 1 x D-Sub (VGA),Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,200 cd/m2,Đang cập nhật,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148941,3641551000033,115798,73,Asus,,Lọc ánh sáng xanh,19.5 inch,UHD (3840 x 2160),,,,1 x D-Sub (VGA),Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,200 cd/m2,600:1,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148942,3641551000034,115799,73,Asus,,Asus Splendid,19.5 inch,UHD (3840 x 2160),,,,1 x D-Sub (VGA),Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,200 cd/m2,Đang cập nhật,,,Đang cập nhật,,,,,Phẳng,,,
148944,3641551000036,115801,73,Dell,,,19.5 inch,,,,,1 x D-Sub (VGA),Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,200 cd/m2,600:1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148945,3641551000037,115802,73,Dell,,,19.5 inch,,,,,1 x D-Sub (VGA) | 1 x DisplayPort,Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148946,3641551000038,115803,73,Hp,,,19.45 inch,,,,,1 x DVI | D/SUB,Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,200 cd/m2,1000:2.1,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148947,3641551000039,115804,73,LG,,Tấm nền IPS,19.5 inch,WXGA+ (1440 x 900),,,,1 x D-Sub (VGA),Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,200 cd/m2,5000:1,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148949,3641551000041,115806,73,Acer,,,19.5 inch,,,,,1 x DVI | 1 x D-Sub (VGA),Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,200 cd/m2,Đang cập nhật,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148950,3641551000042,115807,73,Acer,,,21.5 inch,Full HD (1920 x 1080),,,,1 x DVI | 1 x D-Sub (VGA),Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,Đang cập nhật,Đang cập nhật,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
165351,3641551000045,115810,73,Dell,,Tấm nền IPS,21.5 inch,Full HD (1920 x 1080),,,,2 x USB 2.0 | 1 x D-Sub (VGA) | 2 x USB 3.0 | 1 x DisplayPort | HDMI,Không cảm ứng,,6 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
165352,3641551000046,115811,73,Dell,,Tấm nền IPS,21.5 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,6 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
165353,3641551000048,115813,73,Hp,,Không viền | Tấm nền IPS,21.5 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,,,16.7 triệu màu,250 cd/m2,1000:2.1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148955,3641551000050,115815,73,LG,,Tấm nền IPS,21.5 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148957,3641551000052,115817,73,Samsung,,Đang cập nhật,21.5 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,Đang cập nhật,,16.7 triệu màu,200 cd/m2,1000:2.1,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
165354,3641551000054,115819,73,Dell,,Tấm nền IPS,23 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,6 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148959,3641551000055,115820,73,Hp,,Tấm nền IPS,23 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,7 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
165355,3641551000057,115822,73,Philips,,Tấm nền IPS,23 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,250 cd/m2,Đang cập nhật,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148960,3641551000058,115823,73,Asus,,Asus Splendid,23.6 inch,Full HD (1920 x 1080),,,,1 x DVI | D/SUB,Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,250 cd/m2,Đang cập nhật,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148961,3641551000059,115824,73,Asus,,Không viền | Asus Splendid | Lọc ánh sáng xanh | VividPixel | Chống loá,23.6 inch,Full HD (1920 x 1080),,,,D/SUB | 1 x Jack tai nghe 3.5 mm | HDMI,Không cảm ứng,,5 ms (GTG),,16.7 triệu màu,250 cd/m2,3000:1,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148962,3641551000060,115825,73,Samsung,,Đang cập nhật,23.6 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,4 ms (GTG),,16.7 triệu màu,250 cd/m2,3000:1,,,,,,,,Cong,,,
148964,3641551000062,115827,73,Dell,,,23.8 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | 4 x USB 2.0 | 1 x Jack tai nghe 3.5 mm | 1 x DisplayPort | HDMI,Không cảm ứng,,6 ms (GTG),,16.7 triệu màu,250 cd/m2,600:1,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148965,3641551000063,115828,73,Dell,,Tấm nền IPS | LED Backlight,23.8 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | 1 x DisplayPort,Không cảm ứng,,8 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,16.4 W,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
165356,3641551000064,115829,73,Dell,Thay đổi được chiều cao,Không viền | AMD FreeSync | Flicker free Technology | Tấm nền IPS,23.8 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | 1 x Jack tai nghe 3.5 mm | HDMI,Không cảm ứng,,6 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,Đang cập nhật,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148966,3641551000066,115831,73,Hp,,Tấm nền IPS,23.8 inch,Full HD (1920 x 1080),,,,D/SUB | HDMI,Không cảm ứng,,7 ms (GTG),,16.7 triệu màu,250 cd/m2,1000:2.1,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148969,3641551000070,115835,73,Acer,,,24 inch,Full HD (1920 x 1080),,,,2 x HDMI | 1 x D-Sub (VGA) | 1 x DisplayPort,Có cảm ứng,,1 ms (GTG),,16.7 triệu màu,350 cd/m2,Đang cập nhật,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148970,3641551000072,115837,73,Samsung,,Không viền | AMD FreeSync | Chấm lượng tử | Tấm nền IPS,24 inch,Full HD (1920 x 1080),,,,1 x Jack tai nghe 3.5 mm | 1 x DisplayPort | HDMI,Không cảm ứng,,1 ms (GTG),,16.7 triệu màu,350 cd/m2,3000:1,,,,,,,,Cong,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148971,3641551000073,115838,73,Acer,,,24.5 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | 1 x Jack tai nghe 3.5 mm | HDMI,Không cảm ứng,,1 ms (GTG),,16.7 triệu màu,250 cd/m2,Đang cập nhật,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148973,3641551000076,115841,73,Acer,,,27 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,1 ms (GTG),,16 triệu màu,250 cd/m2,Đang cập nhật,,,,,,,,Phẳng,,,
148974,3641551000077,115842,73,Acer,Thay đổi được chiều cao,NVIDIA G-SYNC | Lọc ánh sáng xanh,27 inch,Full HD (1920 x 1080),,,,1 x DVI | D/SUB | 1 x D-Sub (VGA) | 1 x DisplayPort | HDMI | USB 3.0,Không cảm ứng,,1 ms (GTG),,16.7 triệu màu,300 cd/m2,Đang cập nhật,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148975,3641551000078,115843,73,Acer,,Không viền | NVIDIA G-SYNC,27 inch,Full HD (1920 x 1080),,,,1 x DisplayPort | HDMI | USB 3.0,Không cảm ứng,,1 ms (GTG),,16 triệu màu,300 cd/m2,Đang cập nhật,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148976,3641551000079,115844,73,Asus,,,27 inch,Full HD (1920 x 1080),,,,1 x DVI | D/SUB | HDMI,Không cảm ứng,,1 ms (GTG),,16.7 triệu màu,250 cd/m2,Đang cập nhật,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148978,3641551000081,115846,73,Dell,,Tấm nền IPS,27 inch,Full HD (1920 x 1080),,,,2 x USB 2.0 | 1 x D-Sub (VGA) | 2 x USB 3.0 | 1 x DisplayPort | HDMI | USB 3.0,Không cảm ứng,,6 ms (GTG),,16.7 triệu màu,300 cd/m2,1000:2.1,,,,,,,,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
148986,3641551000089,115854,73,Samsung,Thay đổi được chiều cao,Không viền | AMD FreeSync | Ultra Slim - Siêu mỏng | Tấm nền IPS,27 inch,Full HD (1920 x 1080),,,,1 x D-Sub (VGA) | HDMI,Không cảm ứng,,4 ms (GTG),,16.7 triệu màu,250 cd/m2,3000:1,,,Đang cập nhật,,,,,Cong,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
