model_code,sku,productidweb,category_code,brand,SIM,Thực hiện cuộc gọi,"Chuẩn chống nước, bụi",Dung lượng pin,Cổng sạc,Thời gian ra mắt,Màn hình hiển thị,Kích thước màn hình,Độ phân giải,Dài,Ngang,Dày,Khối lượng máy,Chip xử lý (CPU),Hệ điều hành,Kết nối,Chất liệu thân vỏ,Phụ kiện đi kèm,Wifi,Thẻ nhớ,Tốc độ CPU,RAM,Chip đồ họa (GPU),Bluetooth,"Cổng tai nghe, headphone",Tính năng đặc biệt,Ghi âm,Radio,Loại pin,Công nghệ pin,Hỗ trợ sạc tối đa,Dung lượng lưu trữ,Dung lượng khả dụng,Quay phim,Tính năng camera sau,Tính năng camera trước,Mạng di động,GPS,giá gốc,giá khuyến mãi,khuyến mãi quà
189994,2440931000742,325507,30,Ipad (Apple),Không có,FaceTime,Không,36.59 Wh,Type-C,05/2024,Retina IPS LCD,"13""",,280,214,6,617,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,256 GB,241,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189994,2440931000736,325506,30,Ipad (Apple),Không có,FaceTime,Không,36.59 Wh,Type-C,05/2024,Retina IPS LCD,"13""",,280,214,6,617,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,128 GB,113,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189994,2440931000738,325506,30,Ipad (Apple),Không có,FaceTime,Không,36.59 Wh,Type-C,05/2024,Retina IPS LCD,"13""",,280,214,6,617,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,128 GB,113,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189994,2440931000737,325506,30,Ipad (Apple),Không có,FaceTime,Không,36.59 Wh,Type-C,05/2024,Retina IPS LCD,"13""",,280,214,6,617,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,128 GB,113,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189994,2440931000735,325506,30,Ipad (Apple),Không có,FaceTime,Không,36.59 Wh,Type-C,05/2024,Retina IPS LCD,"13""",,280,214,6,617,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,128 GB,113,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189994,2440931000749,325511,30,Ipad (Apple),Không có,FaceTime,Không,36.59 Wh,Type-C,05/2024,Retina IPS LCD,"13""",,280,214,6,617,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,1 TB,1009,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189994,2440931000748,325511,30,Ipad (Apple),Không có,FaceTime,Không,36.59 Wh,Type-C,05/2024,Retina IPS LCD,"13""",,280,214,6,617,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,1 TB,1009,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189994,2440931000750,325511,30,Ipad (Apple),Không có,FaceTime,Không,36.59 Wh,Type-C,05/2024,Retina IPS LCD,"13""",,280,214,6,617,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,1 TB,1009,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189994,2440931000747,325511,30,Ipad (Apple),Không có,FaceTime,Không,36.59 Wh,Type-C,05/2024,Retina IPS LCD,"13""",,280,214,6,617,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,1 TB,1009,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189993,2440931000714,325503,30,Ipad (Apple),Không có,FaceTime,Không,28.93 Wh,Type-C,05/2024,Retina IPS LCD,"11""",,247,178,6,462,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,512 GB,497,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189993,2440931000712,325503,30,Ipad (Apple),Không có,FaceTime,Không,28.93 Wh,Type-C,05/2024,Retina IPS LCD,"11""",,247,178,6,462,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,512 GB,497,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189993,2440931000713,325503,30,Ipad (Apple),Không có,FaceTime,Không,28.93 Wh,Type-C,05/2024,Retina IPS LCD,"11""",,247,178,6,462,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,512 GB,497,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189993,2440931000711,325503,30,Ipad (Apple),Không có,FaceTime,Không,28.93 Wh,Type-C,05/2024,Retina IPS LCD,"11""",,247,178,6,462,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,512 GB,497,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189993,2440931000718,325505,30,Ipad (Apple),Không có,FaceTime,Không,28.93 Wh,Type-C,05/2024,Retina IPS LCD,"11""",,247,178,6,462,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,1 TB,1009,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189993,2440931000716,325505,30,Ipad (Apple),Không có,FaceTime,Không,28.93 Wh,Type-C,05/2024,Retina IPS LCD,"11""",,247,178,6,462,Apple M2 8 nhân,iPadOS 17,,Nhôm nguyên khối,20 W,Dual-band | MIMO | Wi-Fi 6E,Không có,Hãng không công bố,8 GB,Apple GPU 9 nhân,v5.3,Type-C,Dolby Vision | Micro kép | Trung tâm màn hình | Mở khóa bằng vân tay Touch ID | Nam châm & sạc cho Apple Pencil Pro | Kết nối Apple Pencil Pro | Kết nối bàn phím rời | Âm thanh Dolby Atmos | DCI-P3 | HDR10 | Công nghệ True Tone,Có,Không,Li-Po,Sạc pin nhanh,20 W,1 TB,1009,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Tự động lấy nét | Toàn cảnh (Panorama) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Góc rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Live Photos | Chụp ảnh hàng loạt | Smart HDR 4,Góc siêu rộng | Flash màn hình | Quay video Full HD | Smart HDR 4 | Live Photos | Trôi nhanh thời gian (Time Lapse),Không có,iBeacon | GPS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
