model_code,sku,productidweb,category_code,brand_id,brand,Sản xuất tại,Chất liệu thân vỏ,Tiện ích,Cao,Khối lượng máy,Loại máy,Công suất đầu ra,Số lượng,Dòng sản phẩm,Chất liệu ruột,Thương hiệu của,Tính năng an toàn,Tùy chỉnh nhiệt độ,Áp lực nước hoạt động,Thời gian sử dụng,Nhiệt độ làm nóng tối đa,Loại tấm thu nhiệt,Thời gian giữ nhiệt,Dài ống,Chất liệu khung viền,Chất liệu vòi sen,Chất liệu giá đỡ vòi sen,Vòi sen,Rộng,Dài,Dày,Lớp cách nhiệt,Bơm trợ lực,Dung lượng dung tích,giá gốc,giá khuyến mãi,khuyến mãi quà
182127,3050911000571,299652,41,355,Stiebel Eltron,Thái Lan,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ | Đèn LED báo các mức nhiệt độ | Tương thích điện từ EMC",43,14,Làm nóng gián tiếp,2500W,Không,2022,Lõi thép tráng men,Đức,Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IP24 | Tính năng cách điện | Công nghệ giới hạn rò rỉ điện (CLL),Nhiều mức độ,Tối đa 0.8 Mpa,Khoảng 10 phút,Khoảng 75°C,Không,Không,không,Không,Không,Không,Không,52,Không,44,Lớp cách nhiệt mật độ cao PU giúp giữ nóng nước lâu,Không có bơm trợ lực,30 lít (khoảng 3-5 người sử dụng),5790000,5390000,"Tặng 1 CB Panasonic 30A. Trị giá: 50.000đ Giảm giá 50,000đ | Tặng 2 dây cấp nước hoặc Giảm giá 50,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182127,3050911000574,299641,41,355,Stiebel Eltron,Thái Lan,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ | Đèn LED báo các mức nhiệt độ | Tương thích điện từ EMC",52,29,Làm nóng gián tiếp,2500W,Không,2022,Lõi thép tráng men,Đức,Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IP24 | Tính năng cách điện | Công nghệ giới hạn rò rỉ điện (CLL),Nhiều mức độ,Tối đa 0.8 Mpa,Khoảng 10 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không,97,Không,50,Lớp cách nhiệt mật độ cao PU giúp giữ nóng nước lâu,Không có bơm trợ lực,100 lít (Khoảng 8 - 10 người sử dụng),8490000,8490000,"Tặng 1 CB Panasonic 30A. Trị giá: 50.000đ Giảm giá 50,000đ | Tặng 2 dây cấp nước hoặc Giảm giá 50,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
191939,3050911000579,299644,41,355,Stiebel Eltron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5490000,3890000,"Tặng 1 CB Panasonic 30A. Trị giá: 50.000đ Giảm giá 50,000đ | Tặng 2 dây cấp nước hoặc Giảm giá 50,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182124,3050911000534,287312,41,351,Ariston,Việt Nam,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ | Có màn hình hiển thị nhiệt độ | Hệ thống tạo Ion bạc kháng khuẩn làm sạch nước | Chức năng khuyến cáo sử dụng nhiệt độ an toàn",46,13,Làm nóng gián tiếp,2500W,Không,2022,Tráng men Titan,Italia,Cầu dao chống rò điện ELCB | Vi mạch chủ động kiểm soát an toàn 3D | Vỏ chống thấm nước IPX1 | Van xả áp an toàn | Rơ le ngắt quá nhiệt,Nhiều mức độ,Tối đa 0.8 Mpa,Khoảng 40 phút,Khoảng 80°C,Không,Không,Không,Không,Không,Không,Không kèm theo (cần mua thêm vòi chia nóng lạnh),42,Không,35,null,Không có bơm trợ lực,30 lít (khoảng 3-5 người sử dụng),4390000,4290000,"Tặng 1 CB Panasonic 30A. Trị giá: 50.000đ Giảm giá 50,000đ | Tặng 2 dây cấp nước hoặc Giảm giá 50,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182124,3050911000535,287313,41,351,Ariston,Việt Nam,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ | Hệ thống tạo Ion bạc kháng khuẩn làm sạch nước | Màn hình điều khiển cảm ứng hiển thị nhiệt độ | Chức năng khuyến cáo sử dụng nhiệt độ an toàn",36,8,Làm nóng gián tiếp,2500W,Không,2022,Tráng men Titan,Italia,Cầu dao chống rò điện ELCB | Vi mạch chủ động kiểm soát an toàn 3D | Vỏ chống thấm nước IPX1 | Van xả áp an toàn | Rơ le ngắt quá nhiệt,Nhiều mức độ,Tối đa 8 Bar,Khoảng 20 phút,Khoảng 80°C,Không,Không,Không,Không,Không,Không,Không kèm theo (cần mua thêm vòi chia nóng lạnh),36,Không,31,null,Không có bơm trợ lực,15 lít (khoảng 2 người sử dụng),3890000,3790000,"Tặng 1 CB Panasonic 30A. Trị giá: 50.000đ Giảm giá 50,000đ | Tặng 2 dây cấp nước hoặc Giảm giá 50,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182123,3050911000508,280924,41,351,Ariston,Trung Quốc,,Đèn báo nước nóng sẵn sàng,31,5,Làm nóng gián tiếp,1500W,Không,2017,Tráng men Titan,Italia,"Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX4 | Van xả áp an toàn | Rơ le ngắt quá nhiệt | Hệ thống chống giật, chống bỏng TSS",Chỉnh nhiệt độ vô cấp,Tối đa 0.75 Mpa,Khoảng 13 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không,30,,25,Lớp cách nhiệt mật độ cao HDI giữ nóng lâu,Không có bơm trợ lực,6 lít (Phù hợp để rửa chén bát),2490000,2490000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182123,3050911000507,280923,41,351,Ariston,Trung Quốc,,Đèn báo nước nóng sẵn sàng,34,5,Làm nóng gián tiếp,1500W,Không,2017,Tráng men Titan,Italia,"Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX4 | Van xả áp an toàn | Rơ le ngắt quá nhiệt | Hệ thống chống giật, chống bỏng TSS",Chỉnh nhiệt độ vô cấp,Tối đa 0.75 Mpa,Khoảng 13 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không,28,,25,Lớp cách nhiệt mật độ cao HDI giữ nóng lâu,Không có bơm trợ lực,6 lít (Phù hợp để rửa chén bát),,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182120,3050911000494,256191,41,353,Atlantic,Thái Lan,,Núm xoay điều chỉnh nhiệt độ | Đèn báo nước nóng sẵn sàng | Chế độ ECO tiết kiệm điện,38,8,Làm nóng gián tiếp,2500W,Không,2021,Thép tráng men kim cương nhân tạo,Pháp,Cảm biến tự ngắt khi quá nhiệt Thermostat | Vỏ chống thấm nước IP24 | Hệ thống an toàn PRCD chống rò rỉ điện,Nhiều mức độ,Tối đa 0.8 Mpa,Khoảng 20 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không,"34,4",,"32,1",Lớp Polyurethane giúp giữ nhiệt lâu,Không có bơm trợ lực,15 lít (khoảng 2 người sử dụng),,,"1 đổi 1 trong 1 năm nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182120,3050911000495,256213,41,353,Atlantic,Thái Lan,,Núm xoay điều chỉnh nhiệt độ | Đèn báo nước nóng sẵn sàng | Chế độ ECO tiết kiệm điện,46,11,Làm nóng gián tiếp,2500W,Không,2021,Thép tráng men kim cương nhân tạo,Pháp,Cảm biến tự ngắt khi quá nhiệt Thermostat | Vỏ chống thấm nước IP24 | Hệ thống an toàn PRCD chống rò rỉ điện,Nhiều mức độ,Tối đa 0.8 Mpa,Khoảng 45 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không,38,,44,Lớp Polyurethane giúp giữ nhiệt lâu,Không có bơm trợ lực,30 lít (khoảng 3-5 người sử dụng),,,"1 đổi 1 trong 1 năm nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182119,3050911000492,256039,41,353,Atlantic,Thái Lan,,Có màn hình hiển thị nhiệt độ | Công nghệ chống ăn mòn O'Pro | Chế độ ECO tiết kiệm điện,38,8,Làm nóng gián tiếp,2500W,Không,2021,Thép tráng men kim cương nhân tạo,Pháp,Cảm biến tự ngắt khi quá nhiệt Thermostat | Vỏ chống thấm nước IP24 | Hệ thống an toàn PRCD chống rò rỉ điện,Nhiều mức độ,Tối đa 0.8 Mpa,Khoảng 20 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không,34,,32,Lớp Polyurethane giúp giữ nhiệt lâu,Không có bơm trợ lực,15 lít (khoảng 2 người sử dụng),,,"1 đổi 1 trong 1 năm nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182119,3050911000493,256041,41,353,Atlantic,Thái Lan,,Có màn hình hiển thị nhiệt độ | Công nghệ chống ăn mòn O'Pro | Chế độ ECO tiết kiệm điện,46,11,Làm nóng gián tiếp,2500W,Không,2021,Thép tráng men kim cương nhân tạo,Pháp,Cảm biến tự ngắt khi quá nhiệt Thermostat | Vỏ chống thấm nước IP24 | Hệ thống an toàn PRCD chống rò rỉ điện,Nhiều mức độ,Tối đa 0.8 Mpa,Khoảng 45 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không,38,,44,Lớp Polyurethane giúp giữ nhiệt lâu,Không có bơm trợ lực,30 lít (khoảng 3-5 người sử dụng),,,"1 đổi 1 trong 1 năm nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182116,3050911000455,227384,41,348,Ferroli,Việt Nam,,Có màn hình hiển thị nhiệt độ | Thanh nhiệt bằng inox SUS 316 | Đèn báo nước nóng sẵn sàng,43,12,Làm nóng gián tiếp,2500W,Không,2019,Tráng men Titan,Italia,Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX1 | Bộ ổn định nhiệt,Nhiều mức độ,Tối đa 0.8 Mpa,Khoảng 15 phút,Khoảng 70°C,Không,Không,Không,Không,Không,Không,Không,41,Không,38,Lớp Polyurethane giúp giữ nhiệt lâu,Không có bơm trợ lực,20 lít (khoảng 3 người sử dụng),3090000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182116,3050911000457,227385,41,348,Ferroli,Việt Nam,,Có màn hình hiển thị nhiệt độ | Thanh nhiệt bằng inox SUS 316 | Đèn báo nước nóng sẵn sàng,46,15,Làm nóng gián tiếp,2500W,Không,2019,Tráng men Titan,Italia,Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX1 | Bộ ổn định nhiệt,Nhiều mức độ,Tối đa 0.8 Mpa,Khoảng 30 phút,Khoảng 70°C,Không,Không,Không,Không,Không,Không,Không,48,Không,37,Lớp Polyurethane giúp giữ nhiệt lâu,Không có bơm trợ lực,30 lít (khoảng 3-5 người sử dụng),3390000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182113,3050911000423,225883,41,348,Ferroli,Việt Nam,,Tích hợp van xả cặn | Đèn báo nước nóng sẵn sàng | Đèn báo đang đun nóng,29,12,Làm nóng gián tiếp,2500W,Không,2020,Tráng men Titanium,Italia,Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX1 | Bộ ổn định nhiệt TBST,Nhiều mức độ,Tối đa 0.8 Mpa,Khoảng 30 phút,Khoảng 70°C,Không,Không,Không,Không,Không,Không,Không,60,Không,29,Lớp Polyurethane giúp giữ nhiệt lâu,Không có bơm trợ lực,20 lít (khoảng 3 người sử dụng),3390000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182113,3050911000424,225947,41,348,Ferroli,Việt Nam,,Tích hợp van xả cặn | Đèn báo nước nóng sẵn sàng | Đèn báo đang đun nóng,33,15,Làm nóng gián tiếp,2500W,Không,2020,Tráng men Titanium,Italia,Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX1 | Bộ ổn định nhiệt TBST,Nhiều mức độ,Tối đa 0.8 Mpa,Khoảng 45 phút,Khoảng 70°C,Không,Không,Không,Không,Không,Không,Không,60,Không,32,Lớp Polyurethane giúp giữ nhiệt lâu,Không có bơm trợ lực,30 lít (khoảng 3-5 người sử dụng),3790000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
191910,1750911000092,220497,41,356,Tân Á ĐạI Thành,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9990000,7940000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
191910,1750911000093,220911,41,356,Tân Á ĐạI Thành,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11590000,8870000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
191910,1750911000094,220926,41,356,Tân Á ĐạI Thành,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13090000,9840000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182111,1750911000090,220880,41,356,Tân Á ĐạI Thành,Việt Nam,,Không có,119,62,Làm nóng bằng năng lượng mặt trời,Không,15,2015,Inox SUS 304,Việt Nam,Không có,Không có,Không có,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 85°C,Ống thuỷ tinh chân không 5 lớp,96 tiếng,181 cm - Ø58,Inox 201,Không,Không,Không,132,198,Không,Foam cách nhiệt chất lượng cao,Không có bơm trợ lực,160 lít (Khoảng 3 - 4 người sử dụng),8990000,6850000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182111,1750911000089,220496,41,356,Tân Á ĐạI Thành,Việt Nam,,Không có,119,52,Làm nóng bằng năng lượng mặt trời,Không,12,2015,Inox SUS 304,Việt Nam,Không có,Không có,Không có,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 85°C,Ống thuỷ tinh chân không 5 lớp,96 tiếng,181 cm - Ø58,Inox 201,Không,Không,Không,107,200,Không,Foam cách nhiệt chất lượng cao,Không có bơm trợ lực,130 lít (Khoảng 2 - 3 người sử dụng),8290000,6320000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182111,1750911000091,220887,41,356,Tân Á ĐạI Thành,Việt Nam,,Không có,118,72,Làm nóng bằng năng lượng mặt trời,Không,18,2015,Inox SUS 304,Việt Nam,Không có,Không có,Không có,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 85°C,Ống thuỷ tinh chân không 5 lớp,96 tiếng,181 cm - Ø58,Inox 201,Không,Không,Không,155,196,Không,Foam cách nhiệt chất lượng cao,Không có bơm trợ lực,180 lít (Khoảng 3 - 4 người sử dụng),9990000,7660000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182110,3050911000391,217224,41,193,Kangaroo,Việt Nam,,Công nghệ Nano kháng khuẩn,125,70,Làm nóng bằng năng lượng mặt trời,Không có,18,2015,Inox SUS 304-2B,Việt Nam,Không có,Không có,Không có,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 85°C,Ống thuỷ tinh chân không Nanomax 7 lớp,96 tiếng,1.8 m - Ø58,Inox hộp 201,Không,Không,Không,151,196,Không,Lớp Polyurethane giúp giữ nhiệt lâu,Không có bơm trợ lực,180 lít (Khoảng 3 - 4 người sử dụng),,,
182110,3050911000389,217107,41,193,Kangaroo,Việt Nam,,Công nghệ Nano kháng khuẩn,125,58,Làm nóng bằng năng lượng mặt trời,Không,14,2015,Inox SUS 304-2B,Việt Nam,Không có,Không có,Không có,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 85°C,Ống thuỷ tinh chân không Nanomax 7 lớp,96 tiếng,1.8 m - Ø58,Inox hộp 201,Không,Không,Không,121,196,Không,Lớp Polyurethane giúp giữ nhiệt lâu,Không có bơm trợ lực,140 lít (Khoảng 2 - 3 người sử dụng),,,
182110,3050911000390,217222,41,193,Kangaroo,Việt Nam,,Công nghệ Nano kháng khuẩn,125,64,Làm nóng bằng năng lượng mặt trời,Không,16,2015,Inox SUS 304-2B,Việt Nam,Không có,Không có,Không có,3 - 4 giờ trong điều kiện đủ nắng,Khoảng 85°C,Ống thuỷ tinh chân không Nanomax 7 lớp,96 tiếng,1.8 m - Ø58,Inox hộp 201,Không,Không,Không,136,196,Không,Lớp Polyurethane giúp giữ nhiệt lâu,Không có bơm trợ lực,160 lít (Khoảng 3 - 4 người sử dụng),,,
182108,3050911000384,211731,41,193,Kangaroo,Việt Nam,,"Giữ ấm lâu | Có màn hình hiển thị nhiệt độ | Thanh nhiệt mạ bạc kháng khuẩn, siêu bền | Công nghệ Nano kháng khuẩn",29,11,Làm nóng gián tiếp,2500W,Không,2019,Tráng men kim cương nhân tạo,Việt Nam,Chống đun khô | Chống giật kép | Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX4 | Hệ thống an toàn đồng bộ CSS,Nhiều mức độ,Tối đa 0.8 Mpa,Khoảng 30 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không kèm theo (cần mua thêm vòi chia nóng lạnh),71,,29,Lớp cách nhiệt mật độ cao PU giúp giữ nóng nước lâu,Không có bơm trợ lực,22 lít (khoảng 3 người sử dụng),,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182108,3050911000385,211736,41,193,Kangaroo,Việt Nam,Đang cập nhật,"Giữ ấm lâu | Có màn hình hiển thị nhiệt độ | Thanh nhiệt mạ bạc kháng khuẩn, siêu bền",,,,2500W,Đang cập nhật,2019,,Việt Nam,Chống đun khô | Chống giật kép | Hệ thống an toàn đồng bộ CSS,Nhiều mức độ,Tối đa 0.8 Mpa,Hãng không công bố,Khoảng 75°C,Đang cập nhật,Đang cập nhật,,Đang cập nhật,,,,70,35,,,Không có bơm trợ lực,30 lít (khoảng 3-5 người sử dụng),,,
182107,3050911000383,211725,41,193,Kangaroo,Việt Nam,Đang cập nhật,Giữ ấm lâu | Có màn hình hiển thị nhiệt độ | Thanh nhiệt kép | Công nghệ Nano kháng khuẩn,,,,2500W,Đang cập nhật,2019,,Việt Nam,Chống đun khô | Hệ thống an toàn đồng bộ TSS tích hợp ELCB | Chống giật kép | Vỏ chống thấm nước IPX1,Nhiều mức độ,Tối đa 0.8 Mpa,Hãng không công bố,Khoảng 75°C,Đang cập nhật,Đang cập nhật,,Đang cập nhật,,,,69,34,,,Không có bơm trợ lực,30 lít (khoảng 3-5 người sử dụng),,,
182107,3050911000382,211707,41,193,Kangaroo,Việt Nam,,Giữ ấm lâu | Có màn hình hiển thị nhiệt độ | Thanh nhiệt kép | Thanh Magie chống ăn mòn | Công nghệ Nano kháng khuẩn,30,Không,Làm nóng gián tiếp,2500W,Không,2019,Tráng men kim cương nhân tạo,Việt Nam,Chống đun khô | Hệ thống an toàn đồng bộ TSS tích hợp ELCB | Chống giật kép | Vỏ chống thấm nước IPX4 | Hệ thống an toàn đồng bộ CSS,Nhiều mức độ,Tối đa 0.8 Mpa,Khoảng 30 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không kèm theo (cần mua thêm vòi chia nóng lạnh),71,,31,Lớp cách nhiệt mật độ cao PU giúp giữ nóng nước lâu,Không có bơm trợ lực,22 lít (khoảng 3 người sử dụng),,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182106,3050911000380,209747,41,7,Panasonic,Malaysia,,,,,Làm nóng gián tiếp,2500W,Đang cập nhật,2019,,Nhật Bản,Vỏ chống thấm nước IPX4,Đang cập nhật,Tối đa 0.75 Mpa,Khoảng 30 phút,Khoảng 75°C,Đang cập nhật,Đang cập nhật,,Đang cập nhật,Đang cập nhật,Đang cập nhật,Không kèm theo (cần mua thêm vòi chia nóng lạnh),43,31,,,Không có bơm trợ lực,15 lít (khoảng 2 người sử dụng),,,
182106,3050911000379,209754,41,7,Panasonic,Malaysia,,,,,Làm nóng gián tiếp,2500W,Đang cập nhật,2019,,Nhật Bản,Vỏ chống thấm nước IPX4,Đang cập nhật,Tối đa 0.75 Mpa,Khoảng 40 phút,Khoảng 75°C,Đang cập nhật,Đang cập nhật,,Đang cập nhật,Đang cập nhật,Đang cập nhật,Không kèm theo (cần mua thêm vòi chia nóng lạnh),52,31,,,Không có bơm trợ lực,20 lít (khoảng 3 người sử dụng),,,
182106,3050911000378,209755,41,7,Panasonic,Malaysia,,,,,Làm nóng gián tiếp,2500W,Đang cập nhật,2019,,Nhật Bản,Vỏ chống thấm nước IPX4,Đang cập nhật,Tối đa 0.75 Mpa,Khoảng 60 phút,Khoảng 75°C,Đang cập nhật,Đang cập nhật,,Đang cập nhật,Đang cập nhật,Đang cập nhật,Không kèm theo (cần mua thêm vòi chia nóng lạnh),70,30,,,Không có bơm trợ lực,30 lít (khoảng 3-5 người sử dụng),,,
182105,3050911000377,209321,41,353,Atlantic,Thái Lan,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ | Giữ ấm lâu",47,11,Làm nóng gián tiếp,2500W,Không,2019,Tráng men kim cương,Pháp,Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX4 | Hệ thống chống bỏng thông minh,Nhiều mức độ,Tối thiểu 0.02 Mpa - Tối đa 0.3 Mpa,Khoảng 50 phút,Khoảng 70°C,Không,Không,Không,Không,Không,Không,Không kèm theo (cần mua thêm vòi chia nóng lạnh),43,,40,Lớp Polyurethane giúp giữ nhiệt lâu,Không có bơm trợ lực,30 lít (khoảng 3-5 người sử dụng),,,"1 đổi 1 trong 1 năm nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182103,3050911000364,195410,41,348,Ferroli,Việt Nam,,Hệ thống điều chỉnh lưu lượng nước,29,10,Làm nóng gián tiếp,2500W,Không,2014,Tráng men Titan,Italia,"Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX1 | Bộ ổn định nhiệt TBST | Hệ thống chống giật, chống bỏng TSS",Nhiều mức độ,Tối đa 0.75 Mpa,Khoảng 15 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không kèm theo (cần mua thêm vòi chia nóng lạnh),48,,32,Foam cách nhiệt chất lượng cao,Không có bơm trợ lực,15 lít (khoảng 2 người sử dụng),,,"Bùng nổ hè 2026 cùng Ferroli: 100% có quà. Cơ hội trúng iPhone 17 Pro Max cực đã . Xem chi tiết | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182103,3050911000365,195411,41,348,Ferroli,Việt Nam,,Hệ thống điều chỉnh lưu lượng nước | Tích hợp van xả cặn,34,15,Làm nóng gián tiếp,2500W,Không,2014,Tráng men Titanium,Italia,Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX1 | Bộ ổn định nhiệt TBST | Cảm biến lưu lượng nước,Nhiều mức độ,Tối đa 0.8 Mpa,Khoảng 45 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không,60,,35,Lớp Polyurethane giúp giữ nhiệt lâu,Không có bơm trợ lực,30 lít (khoảng 3-5 người sử dụng),,,"Bùng nổ hè 2026 cùng Ferroli: 100% có quà. Cơ hội trúng iPhone 17 Pro Max cực đã . Xem chi tiết | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
