model_code,sku,productidweb,category_code,brand_id,brand,Công nghệ làm lạnh,Sản xuất tại,Điện năng tiêu thụ,Công nghệ tiết kiệm điện,Tiện ích,Khối lượng máy,Bảo hành bộ phận,Loại máy,Công suất đầu ra,Nhãn năng lượng,Dài ống đồng,Cao lắp đặt,Chất liệu dàn tản nhiệt,Độ ồn,Dòng điện vào,Kích thước ống đồng,Số lượng,Dài phụ kiện chính,Độ dày phụ kiện chính,Khối lượng phụ kiện chính,Cao phụ kiện phụ,Dài phụ kiện phụ,Độ dày phụ kiện phụ,Khối lượng phụ kiện phụ,Dòng điện hoạt động,"Chuẩn chống nước, bụi",Loại Inverter,Chế độ gió,Dòng sản phẩm,Phạm vi sử dụng,Loại Gas,Bảo hành động cơ,Cao phụ kiện chính,Cao phụ kiện chính 2,Dài phụ kiện chính 2,Độ dày phụ kiện chính 2,giá gốc,giá khuyến mãi,khuyến mãi quà
179700,3051098001622,320851,36,187,Aqua,Turbo,Thái Lan,1,Inverter | Cảm biến thông minh Eco,Hút ẩm thông minh Smart Dry | Màn hình hiển thị nhiệt độ trên dàn lạnh | Sleep Mode | Chức năng tự chẩn đoán lỗi | Tự khởi động lại khi có điện | Chức năng tự làm sạch,,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 4.53),Tối thiểu 3m - Tối đa 25m,15m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ BlueFin,Dàn lạnh: 30 dB - Dàn nóng: 50 dB,Dàn nóng hoặc dàn lạnh,6/12,Khoảng 7000 trang A4,87,21,10,55,80,27,30,1 pha,Không,Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2024,Từ 20 - 30m² (từ 60 đến 80m³),R-32,Máy nén 12 năm,30,,,,15890000,,"1 đổi 1 trong 730 ngày nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179696,3051098001617,320750,36,2,Samsung,Fast Cooling,Hàn Quốc,2,Digital Inverter,Kết nối Wifi SmartThings (cần gắn thêm phụ kiện) | Công nghệ cảm ứng điều khiển bề mặt,,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,Hãng không công bố,Tối đa 50m,30m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,46/43/40 - 52 dB,Dàn nóng,,Khoảng 7000 trang A4,52,32,30,79,88,31,52,1 pha,Bộ lọc tiêu chuẩn,Máy lạnh Inverter,,2022,Từ 35 - 50m²,R-410A,Máy nén 5 năm,185,,,,,,
179579,3051098001568,309828,36,2,Samsung,Fast Cool & Comfort Cool,Trung Quốc,1,Digital Inverter Boost,"Chế độ ngủ ngon Good Sleep | Hẹn giờ bật, tắt máy | Màn hình hiển thị nhiệt độ trên dàn lạnh | Tự khởi động lại khi có điện",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 4.50 ),Tối đa 25m,10m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,35 - 45/58 dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,80,19,8,49,72,27,21,1 pha,Bộ lọc HD giúp lọc sạch không khí,Máy lạnh Inverter,Đảo gió lên xuống tự động,2020,Từ 15 - 20m² (từ 40 đến 60m³),R-32,Máy nén 10 năm,28,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179543,3051098001567,306964,36,7,Panasonic,Turbo,Malaysia,Không,Inverter,Điều khiển từ xa thế hệ mới CONEX,,1 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,Không có,Tối thiểu 5m - Tối đa 50m,30m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,47/41 dB,Dàn nóng,,Khoảng 7000 trang A4,84 cm,84 cm,24 kg,99.6 cm,98 cm,37 cm,75 kg,,Công nghệ lọc không khí Nanoe™ X thế hệ 3,Máy lạnh Inverter,,2022,Từ 55 - 75m² (từ 165 đến 225m³),R-32,Máy nén 5 năm,31.9 cm,,,,,,
179542,3051098001566,306963,36,7,Panasonic,Turbo,Malaysia,2,Inverter,Điều khiển từ xa thế hệ mới CONEX,,5 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,Không có,Tối thiểu 5m - Tối đa 50m,30m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,47/41 dB,Dàn nóng,,Khoảng 7000 trang A4,84,84,24,99,98,37,69,,Công nghệ lọc không khí Nanoe™ X thế hệ 3,Máy lạnh Inverter,,2022,Từ 40 - 60m² (từ 120 - 180m³),R-32,Máy nén 5 năm,31,,,,,,
179541,3051098001565,306962,36,7,Panasonic,Turbo,Malaysia,1,Inverter,Điều khiển từ xa thế hệ mới CONEX,,5 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,Không có,Tối thiểu 5m - Tối đa 50m,30m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,42/35 dB,Dàn nóng,,Khoảng 7000 trang A4,84,84,21,69,87,32,39,,Công nghệ lọc không khí Nanoe™ X thế hệ 3,Máy lạnh Inverter,,2022,Từ 20 - 30m² (từ 60 đến 80m³),R-32,Máy nén 5 năm,25,,,,,,
179540,3051098001564,306961,36,7,Panasonic,Turbo,Malaysia,1,Inverter,Điều khiển từ xa thế hệ mới CONEX,,5 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,Không có,Tối thiểu 5m - Tối đa 30m,20m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,42/35 dB,Dàn nóng,,Khoảng 7000 trang A4,84,84,21,61,82,29,33,,Công nghệ lọc không khí Nanoe™ X thế hệ 3,Máy lạnh Inverter,,2022,Từ 30 - 40m² (từ 80 đến 120m³),R-32,Máy nén 5 năm,25,,,,38290000,38290000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Mặt nạ dàn lạnh Cassette Panasonic CZ-KPU3H | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179477,3051098001541,303861,36,187,Aqua,Turbo,Thái Lan,0,Inverter | Eco,"Chức năng tự làm sạch dàn lạnh Self Clean | Điều khiển bằng điện thoại, có Wi-Fi | Màn hình hiển thị nhiệt độ trên dàn lạnh | Sleep Mode | Chức năng tự chẩn đoán lỗi | Tự khởi động lại khi có điện",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 5.43),Tối đa 15m,10m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ BlueFin,30 - 39 dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,82,21,11,54,70,24,23,1 pha,Công nghệ UVC Pro | Bộ lọc PM2.5,Máy lạnh Inverter,,2023,Dưới 15m² (từ 30 đến 45m³),R-32,Máy nén 10 năm,29,,,,,,"1 đổi 1 trong 730 ngày nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179382,3051098001501,299819,36,8,LG,Có,Thái Lan,2,Smart Inverter,,,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,Không,Tối thiểu 5m - Tối đa 50m,30m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ lớp Gold-Fin,Dàn lạnh: 37 - 45 dB - Dàn nóng: 53 dB,Dàn nóng,10/16,Khoảng 7000 trang A4,84,84,25,65,87,33,41,1 pha,Bộ lọc sơ bộ tuổi thọ cao,Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2023,Từ 35 - 40m² (từ 105 đến 120m³),R-32,Máy nén 2 năm,24,,,,42090000,34650000,"Tặng Tủ lạnh Aqua AQR-D100FA(BS) Hoặc Giảm 2,700,000Đ | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179381,3051098001511,299816,36,8,LG,Có,Thái Lan,4,Smart Inverter,,,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,Không,Tối thiểu 5m - Tối đa 50m,30m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ lớp Gold-Fin,Dàn lạnh: 37 - 45 dB - Dàn nóng: 53 dB,Dàn nóng,10/16,Khoảng 7000 trang A4,59,44,49,83,95,33,60,3 pha,Bộ lọc sơ bộ tuổi thọ cao,Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2023,Từ 60 - 70m² (từ 160 - 210m³),R-32,Máy nén 2 năm,184,,,,60690000,60340000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179380,3051098001510,299815,36,8,LG,Có,Thái Lan,4,Smart Inverter,,,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,Không,Tối thiểu 5m - Tối đa 50m,30m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ lớp Gold-Fin,Dàn lạnh: 37 - 45 dB - Dàn nóng: 53 dB,Dàn nóng,10/16,Khoảng 7000 trang A4,59,44,49,83,95,33,59,1 pha,Bộ lọc sơ bộ tuổi thọ cao,Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2023,Từ 60 - 70m² (từ 160 - 210m³),R-32,Máy nén 2 năm,184,,,,60690000,50050000,"Tặng Tủ lạnh Aqua AQR-D100FA(BS) Hoặc Giảm 2,700,000Đ | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179379,3051098001509,299814,36,8,LG,Có,Hàn Quốc,2,Smart Inverter,,,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,Không,Tối thiểu 5m - Tối đa 50m,30m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ lớp Gold-Fin,Dàn lạnh: 37 - 45 dB - Dàn nóng: 53 dB,Dàn nóng,10/16,Khoảng 7000 trang A4,59,30,36,83,95,33,60,3 pha,Bộ lọc sơ bộ tuổi thọ cao,Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2023,Từ 40 - 60m² (từ 120 - 180m³),R-32,Máy nén 2 năm,184,,,,56290000,55940000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179378,3051098001508,299813,36,8,LG,Có,Hàn Quốc,2,Smart Inverter,,,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,Không,Tối thiểu 5m - Tối đa 50m,30m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ lớp Gold-Fin,Dàn lạnh: 37 - 45 dB - Dàn nóng: 53 dB,Dàn nóng,10/16,Khoảng 7000 trang A4,59,30,36,83,95,30,60,1 pha,Bộ lọc sơ bộ tuổi thọ cao,Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2023,Từ 40 - 60m² (từ 120 - 180m³),R-32,Máy nén 2 năm,184,,,,56290000,46940000,"Tặng Tủ lạnh Aqua AQR-D100FA(BS) Hoặc Giảm 2,700,000Đ | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179377,3051098001507,299812,36,8,LG,Có,Hàn Quốc,2,Smart Inverter,,,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,Không,Tối thiểu 5m - Tối đa 50m,30m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ lớp Gold-Fin,Dàn lạnh: 33 - 40 dB - Dàn nóng: 51 dB,Dàn nóng,10/16,Khoảng 7000 trang A4,59,30,36,65,87,33,41,1 pha,Bộ lọc sơ bộ tuổi thọ cao,Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2023,Từ 35 - 40m² (từ 105 đến 120m³),R-32,Máy nén 2 năm,184,,,,44590000,37240000,"Tặng Tủ lạnh Aqua AQR-D100FA(BS) Hoặc Giảm 2,700,000Đ | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179376,3051098001506,299811,36,8,LG,Có,Hàn Quốc,1,Smart Inverter,,,1 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,Không có,Tối đa 50m,30m,,41/43/45/ dB,Dàn nóng,,Khoảng 7000 trang A4,53,29,25,65,87,33,41,,Bộ lọc sơ bộ tuổi thọ cao,Máy lạnh Inverter,Hãng không công bố,2023,Từ 30 - 40m² (từ 80 đến 120m³),R-32,Máy nén 1 năm,180,,,,,,
179146,3051098001448,279775,36,7,Panasonic,Có,Malaysia,4,Inverter,Điều khiển từ xa thế hệ mới CONEX,,1 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,Không có,Tối đa 50m,30m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,47-41 dB/ 58 dB,Dàn nóng,,Khoảng 7000 trang A4,84,84,24,99,98,37,67,,Công nghệ lọc không khí Nanoe™ X thế hệ 3,Máy lạnh Inverter,,2022,Từ 75 - 85m² ( từ 225 đến 255m³),R-32,Máy nén 5 năm,31,,,,53790000,53790000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Mặt nạ dàn lạnh Cassette Panasonic CZ-KPU3H | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179145,3051098001447,279774,36,7,Panasonic,Có,Malaysia,4,Inverter,Điều khiển từ xa thế hệ mới CONEX,,1 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,Không có,Tối đa 50m,30m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,47-41 dB/58 dB,Dàn nóng,,Khoảng 7000 trang A4,84,84,24,99,98,37,68,,Công nghệ lọc không khí Nanoe™ X thế hệ 3,Máy lạnh Inverter,,2022,Từ 75 - 85m² ( từ 225 đến 255m³),R-32,Máy nén 5 năm,31,,,,53790000,53790000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Mặt nạ dàn lạnh Cassette Panasonic CZ-KPU3H | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179144,3051098001446,279773,36,7,Panasonic,Có,Malaysia,3,Inverter,Điều khiển từ xa thế hệ mới CONEX,,1 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,Không có,Tối đa 50m,30m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,47-41 dB/57 dB,Dàn nóng,,Khoảng 7000 trang A4,84,84,24,99,98,37,68,,Công nghệ lọc không khí Nanoe™ X thế hệ 3,Máy lạnh Inverter,,2022,Từ 55 - 60m² (từ 165 đến 180m³),R-32,Máy nén 5 năm,31,,,,50190000,50190000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Mặt nạ dàn lạnh Cassette Panasonic CZ-KPU3H | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179143,3051098001445,279772,36,7,Panasonic,Có,Malaysia,2,Inverter,Điều khiển từ xa thế hệ mới CONEX,,1 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,Không có,Tối đa 50m,30m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,42-35 dB/53 dB,Dàn nóng,,Khoảng 7000 trang A4,84,84,21,69,87,32,39,,Công nghệ lọc không khí Nanoe™ X thế hệ 3,Máy lạnh Inverter,,2022,Từ 40 - 50m² (từ 120 - 150m³),R-32,Máy nén 5 năm,25,,,,39590000,39590000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Mặt nạ dàn lạnh Cassette Panasonic CZ-KPU3H | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179126,3051098001450,277628,36,6,Daikin,Powerful,Thái Lan,1,Econo | Inverter | Mắt thần thông minh,"Hẹn giờ bật, tắt máy | Thổi gió dễ chịu (cho trẻ em, người già) | Remote có đèn nền | Chức năng khử ẩm | Tùy chọn mua thêm bộ điều khiển không dây Daikin Mobile | Chức năng chống ẩm mốc bảo vệ sức khỏe | Tự động vận hành lạnh sưởi theo nhiệt độ phòng | Tự khởi động lại khi có điện",,1 năm,Máy lạnh 2 chiều (có sưởi ấm),,5 sao (Hiệu suất năng lượng 5.80),Tối thiểu 3m - Tối đa 30m,20 m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Dàn lạnh: 30-44 ; 32-44dB - Dàn nóng: 44-47 ; 45-49 dB,Dàn nóng,6/12,Khoảng 7000 trang A4,99,28,13,59,84,30,36,1 pha,Lưới lọc bụi | Phin lọc Apatit Titan & PM2.5 (tùy chọn),Máy lạnh Inverter,"Đảo gió lên xuống tự động, trái phải tùy chỉnh tay",2021,Từ 30 - 40m² (từ 80 đến 120m³),R-32,Máy nén 5 năm,29,,,,32490000,32490000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179098,3051098001426,273974,36,8,LG,Không có,Thái Lan,3,Inverter,Không có,,1 năm,Dàn lạnh multi,,Không có,Phụ thuộc vào dàn nóng,15m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,35 dB,Dàn nóng,,,110,70,31,,,,,,"Công nghệ lọc bụi, kháng khuẩn Pre-filter",Máy lạnh Inverter,,2020,Từ 30 - 40m² (từ 80 đến 120m³),R-410A,Máy nén 1 năm,19,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
